connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
93,138,316,mentioned,0.953,26,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
94,438,329,reshared,0.595,33,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
96,58,205,duet,0.763,192,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
98,259,169,follows,0.276,18,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
100,51,342,mentioned,0.124,41,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
101,71,80,reshared,0.114,190,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
102,271,442,tagged,0.311,192,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
103,426,324,duet,0.216,140,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
104,25,152,inspired_by,0.373,128,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
105,43,73,follows,0.323,146,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
106,218,454,collaborates,0.275,18,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
107,373,381,mentioned,0.926,198,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
108,180,283,reshared,0.429,193,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
109,323,85,tagged,0.536,133,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
110,155,478,duet,0.931,121,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
111,31,477,inspired_by,0.155,115,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
113,131,37,collaborates,0.566,109,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
114,305,109,mentioned,0.362,180,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
115,461,459,reshared,0.951,183,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
116,234,295,tagged,0.934,105,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
117,408,302,duet,0.431,73,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
118,138,112,inspired_by,0.321,30,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
119,59,152,follows,0.374,19,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
120,208,453,collaborates,0.985,5,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
121,418,214,mentioned,0.584,197,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
122,392,323,reshared,0.882,119,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
123,52,212,tagged,0.626,158,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
124,281,418,duet,0.216,178,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
125,287,211,inspired_by,0.946,186,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
126,357,478,follows,0.139,77,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
127,188,404,collaborates,0.677,9,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
128,71,136,mentioned,0.934,157,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
129,182,238,reshared,0.913,55,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
130,127,391,tagged,0.207,186,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
131,22,468,duet,0.239,170,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
132,38,185,inspired_by,0.136,141,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
133,362,121,follows,0.125,30,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
134,440,14,collaborates,0.467,47,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
135,127,88,mentioned,0.126,188,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
136,458,391,reshared,0.443,95,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
137,449,240,tagged,0.156,165,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
138,318,122,duet,0.844,125,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
139,188,47,inspired_by,0.807,160,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
140,171,41,follows,0.179,24,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
141,33,329,collaborates,0.273,8,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
142,149,165,mentioned,0.117,125,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
143,326,458,reshared,0.292,38,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
145,217,107,duet,0.713,144,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
146,306,426,inspired_by,0.399,24,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
149,417,109,mentioned,0.98,47,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
151,207,136,tagged,0.115,48,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
152,367,116,duet,0.627,164,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
153,153,229,inspired_by,0.572,193,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
154,467,207,follows,0.315,81,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
155,237,71,collaborates,0.351,83,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
156,408,183,mentioned,0.957,102,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
157,76,94,reshared,0.48,144,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
158,442,251,tagged,0.58,172,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
159,242,343,duet,0.964,74,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
160,50,451,inspired_by,0.947,130,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
161,138,234,follows,0.29,12,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
162,450,290,collaborates,0.757,66,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
163,179,127,mentioned,0.681,192,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
164,379,27,reshared,0.177,114,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
165,229,216,tagged,0.965,129,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
166,366,59,duet,0.714,160,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
167,81,238,inspired_by,0.405,11,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
168,166,88,follows,0.148,152,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
169,304,241,collaborates,0.525,149,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
170,473,335,mentioned,0.856,103,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
171,220,34,reshared,0.716,134,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
172,277,305,tagged,0.49,191,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
173,68,453,duet,0.114,169,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
174,18,307,inspired_by,0.506,89,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
175,471,271,follows,0.2,51,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
176,378,385,collaborates,0.182,196,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
177,367,58,mentioned,0.737,146,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
178,362,455,reshared,0.181,182,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
180,363,57,duet,0.785,60,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
183,20,287,collaborates,0.999,146,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
184,229,458,mentioned,0.548,39,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
185,92,193,reshared,0.461,60,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
186,268,257,tagged,0.885,129,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
187,278,163,duet,0.238,155,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
188,363,105,inspired_by,0.77,73,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
189,445,4,follows,0.663,114,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
190,142,146,collaborates,0.602,157,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
191,345,347,mentioned,0.517,41,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
192,421,289,reshared,0.198,139,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
193,18,352,tagged,0.645,57,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
194,314,311,duet,0.952,194,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
195,336,25,inspired_by,0.234,108,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
196,352,466,follows,0.947,189,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
197,290,307,collaborates,0.373,151,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
198,112,28,mentioned,0.984,177,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
199,48,425,reshared,0.55,81,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
200,55,482,tagged,0.405,120,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
201,23,373,duet,0.154,76,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
202,415,340,inspired_by,0.402,118,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
203,29,381,follows,0.202,2,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
205,163,377,mentioned,0.959,17,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
206,317,45,reshared,0.623,27,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
207,285,52,tagged,0.718,149,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
208,302,141,duet,0.616,146,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
210,314,137,follows,0.581,129,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
212,273,352,mentioned,0.261,86,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
213,310,224,reshared,0.537,151,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
214,36,453,tagged,0.762,125,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
215,425,367,duet,0.213,92,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
216,480,447,inspired_by,0.387,173,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
217,483,17,follows,0.61,176,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
218,382,132,collaborates,0.945,145,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
219,90,351,mentioned,0.598,40,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
221,275,85,tagged,0.552,137,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
222,102,152,duet,0.421,135,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
223,469,23,inspired_by,0.118,123,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
224,92,420,follows,0.562,76,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
225,221,161,collaborates,0.418,67,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
226,483,58,mentioned,0.24,162,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
227,83,19,reshared,0.958,175,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
228,335,146,tagged,0.854,85,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
229,451,309,duet,0.228,37,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
230,108,333,inspired_by,0.586,187,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
231,39,288,follows,0.549,192,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
232,60,223,collaborates,0.199,126,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
233,20,445,mentioned,0.579,157,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
234,432,353,reshared,0.122,146,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
235,103,224,tagged,0.606,177,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
237,331,80,inspired_by,0.819,81,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
238,261,27,follows,0.387,105,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
239,449,419,collaborates,0.367,21,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
240,281,131,mentioned,0.501,42,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
241,464,239,reshared,0.699,112,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
242,7,423,tagged,0.238,26,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
243,42,346,duet,0.165,165,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
244,428,314,inspired_by,0.828,150,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
245,368,147,follows,0.432,130,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
247,373,407,mentioned,0.902,90,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
248,483,231,reshared,0.944,31,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
249,463,112,tagged,0.503,124,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
250,28,124,duet,0.999,151,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
251,426,428,inspired_by,0.308,80,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
252,340,63,follows,0.351,132,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
253,74,327,collaborates,0.778,16,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
255,155,274,reshared,0.108,199,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
256,163,45,tagged,0.353,6,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
257,458,256,duet,0.502,185,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
259,84,295,follows,0.146,40,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
260,274,216,collaborates,0.652,181,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
262,38,49,reshared,0.87,51,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
263,386,225,tagged,0.656,78,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
264,169,138,duet,0.805,159,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
265,193,333,inspired_by,0.395,116,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
266,460,387,follows,0.347,64,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
267,131,395,collaborates,0.347,50,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
268,23,381,mentioned,0.649,161,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
270,94,68,tagged,0.352,143,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
271,480,32,duet,0.383,47,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
272,44,144,inspired_by,0.471,112,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
273,137,187,follows,0.8,99,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
274,112,437,collaborates,0.304,152,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
275,220,394,mentioned,0.936,25,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
276,430,229,reshared,0.156,197,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
277,488,145,tagged,0.815,107,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
278,205,32,duet,0.564,74,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
279,365,316,inspired_by,0.832,6,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
280,40,338,follows,0.892,109,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
281,91,26,collaborates,0.769,55,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
282,326,411,mentioned,0.611,130,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
285,176,54,duet,0.788,101,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
286,175,456,inspired_by,0.936,5,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
287,11,291,follows,0.566,61,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
288,283,53,collaborates,0.374,126,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
289,419,331,mentioned,0.454,107,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
290,149,310,reshared,0.672,66,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
291,441,159,tagged,0.637,4,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
293,369,284,inspired_by,0.578,87,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
295,316,129,collaborates,0.621,48,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
296,464,428,mentioned,0.352,38,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
297,137,453,reshared,0.641,180,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
298,478,167,tagged,0.368,51,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
299,212,178,duet,0.573,152,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
300,73,131,inspired_by,0.21,154,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
301,83,25,follows,0.767,39,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
302,450,427,collaborates,0.853,99,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
303,459,478,mentioned,0.798,49,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
306,275,312,duet,0.421,36,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
307,462,29,inspired_by,0.276,153,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
308,38,338,follows,0.979,162,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
309,153,157,collaborates,0.488,172,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
310,364,58,mentioned,0.717,43,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
311,439,186,reshared,0.234,95,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
313,275,221,duet,0.227,141,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
314,443,236,inspired_by,0.957,22,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
315,53,460,follows,0.961,198,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
317,144,102,mentioned,0.195,49,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
319,283,36,tagged,0.869,163,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
320,221,387,duet,0.869,100,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
322,82,457,follows,0.928,84,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
323,126,191,collaborates,0.867,60,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
324,457,488,mentioned,0.512,37,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
325,287,126,reshared,0.745,58,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
326,8,402,tagged,0.829,27,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
327,256,489,duet,0.571,70,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
329,134,211,follows,0.972,144,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
330,365,113,collaborates,0.698,109,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
331,292,471,mentioned,0.585,192,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
333,161,281,tagged,0.193,93,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
335,163,490,inspired_by,0.394,87,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
336,362,260,follows,0.128,105,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
337,402,404,collaborates,0.117,135,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
338,110,61,mentioned,0.758,36,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
339,105,126,reshared,0.327,43,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
340,326,65,tagged,0.363,169,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
341,278,308,duet,0.833,174,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
342,232,119,inspired_by,0.675,120,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
343,210,146,follows,0.239,96,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
344,372,342,collaborates,0.167,82,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
345,383,274,mentioned,0.674,84,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
346,476,26,reshared,0.403,108,2026-05-13T09:49:20Z,2026-05-13T09:49:20Z
