post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
11,326,twitter,ext_twitter_00000011,Final-mile capacity is the top request in our shipper operations forum this week,2026-05-13T04:51:34Z,394,62,1,15434,0.163,0.8,,normal,,2026-05-13T10:00:44Z
12,205,threads,ext_threads_00000012,"Thought Expedited Dock-to-Dock Transfer demand would level off, but MetroLine Freight is still seeing urgent requests",2026-05-13T00:07:00Z,48543,9217,1599,200122,0.486,70,,viral,,2026-05-13T10:00:44Z
13,281,twitter,ext_twitter_00000013,Remote trailer alerts are helping the team catch dwell risk before a missed delivery,2026-05-05T20:02:15Z,6490,1413,581,193813,0.529,16.99,,rising,,2026-05-13T10:00:44Z
14,16,instagram,ext_instagram_00000014,Added Cold Chain Exception Review to the high-priority route plan. Thank you SilverLine Cold Chain for closing the gap,2026-04-27T23:06:38Z,525,47,39,8764,0.437,1,,normal,,2026-05-13T10:00:44Z
15,255,tiktok,ext_tiktok_00000015,A lot of shippers are asking about Carrier Exception Follow-Up through ClearLane Brokerage; lane demand is clearly rising,2026-04-30T17:22:49Z,40,51,30,14909,0.649,0.54,,normal,,2026-05-13T10:00:44Z
16,31,instagram,ext_instagram_00000016,Dispatch coordinators are flagging Regional LTL Freight Move from MetroLine Freight as a bottleneck this week,2026-05-06T08:58:33Z,4766,277,572,193731,0.851,10.67,,rising,,2026-05-13T10:00:44Z
17,431,twitter,ext_twitter_00000017,Terminal update: Paratransit Reservation Window capacity at WellNest Passenger Mobility is getting tight after a spike in tenders,2026-04-28T12:13:03Z,9565,676,243,82437,0.863,14.31,,rising,,2026-05-13T10:00:44Z
18,283,threads,ext_threads_00000018,Shipper operations note - VitalRoute Logistics Same-Day Final Mile Slot is the service everyone is trying to schedule right now,2026-05-12T02:36:53Z,634,46,15,8251,0.643,0.98,,normal,,2026-05-13T10:00:44Z
19,414,instagram,ext_instagram_00000019,Telematics follow-up: demand for Contract Lane Rebid is up and ClearLane Brokerage needs more slots,2026-04-19T10:04:41Z,65221,30365,41642,18373646,0.282,100,,mega_viral,,2026-05-13T10:00:44Z
20,277,youtube,ext_youtube_00000020,"Two-week review of SilverLine Cold Chain Refrigerated Truckload Slot: strong service levels, but capacity planning matters",2026-05-10T13:07:54Z,211,58,44,19803,0.798,0.86,,normal,,2026-05-13T10:00:44Z
21,77,tiktok,ext_tiktok_00000021,Accounts keep asking where to find Remote Trailer Telematics Onboarding. VitalRoute Logistics is showing up in every routing thread,2026-04-14T06:44:00Z,9224,1169,566,64607,0.269,17.38,,rising,,2026-05-13T10:00:44Z
22,479,threads,ext_threads_00000022,Control tower huddle: prioritize RouteFirst Mobility Driver Safety Briefing tenders before the weekend surge,2026-04-22T13:52:20Z,4995,1748,710,139357,0.659,16.93,,rising,,2026-05-13T10:00:44Z
23,,youtube,ext_youtube_00000023,Port and weather alerts are surfacing new need for Oversize Permit Coordination from OrthoMotion Heavy Haul,2026-04-27T12:16:13Z,120,55,44,13143,0.433,0.69,,normal,,2026-05-13T10:00:44Z
24,308,threads,ext_threads_00000024,"If your shippers need Paratransit Reservation Window, check WellNest Passenger Mobility availability early; slots are moving fast",2026-05-09T22:39:47Z,266,76,18,17046,0.74,0.83,,normal,,2026-05-13T10:00:44Z
25,234,youtube,ext_youtube_00000025,The terminal is seeing increased demand for linehaul capacity after a national shipper launch,2026-05-04T19:29:39Z,374,29,0,12097,0.036,0.61,,normal,,2026-05-13T10:00:44Z
26,310,tiktok,ext_tiktok_00000026,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-04-29T06:46:35Z,705,71,31,14855,0.11,1.29,,normal,,2026-05-13T10:00:44Z
27,464,instagram,ext_instagram_00000027,"Thought Fleet Maintenance Window demand would level off, but RouteFirst Mobility is still seeing urgent requests",2026-04-20T21:48:59Z,766,53,12,17276,0.568,1.21,,normal,,2026-05-13T10:00:44Z
28,287,youtube,ext_youtube_00000028,Network planners are coordinating tenders across regional terminals today,2026-05-12T08:21:27Z,17,98,12,18875,0.517,0.66,,normal,,2026-05-13T10:00:44Z
29,149,youtube,ext_youtube_00000029,Added Driver Safety Briefing to the high-priority route plan. Thank you RouteFirst Mobility for closing the gap,2026-05-06T12:24:08Z,4653,711,499,94284,0.501,10.93,,rising,,2026-05-13T10:00:44Z
30,117,tiktok,ext_tiktok_00000030,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-10T14:43:58Z,2314,1139,292,150052,-0.085,9.83,,rising,,2026-05-13T10:00:44Z
31,352,youtube,ext_youtube_00000031,Final-mile capacity is the top request in our shipper operations forum this week,2026-04-23T10:28:37Z,32,87,12,667,0.792,0.45,,normal,,2026-05-13T10:00:44Z
32,44,youtube,ext_youtube_00000032,Dispatchers need earlier visibility into terminal appointment availability,2026-04-22T21:03:19Z,283,89,17,13241,0.685,0.86,,normal,,2026-05-13T10:00:44Z
33,361,twitter,ext_twitter_00000033,Shipper operations note - MetroLine Freight Regional LTL Freight Move is the service everyone is trying to schedule right now,2026-04-29T17:25:06Z,669,86,24,462,0.309,1.14,,normal,,2026-05-13T10:00:44Z
34,390,tiktok,ext_tiktok_00000034,Telematics follow-up: demand for Priority Recovery Dispatch is up and PulsePoint Transit needs more slots,2026-05-11T17:25:00Z,225,56,27,8188,0.747,0.67,,normal,,2026-05-13T10:00:44Z
35,484,youtube,ext_youtube_00000035,"Two-week review of VitalRoute Logistics Remote Trailer Telematics Onboarding: strong service levels, but capacity planning matters",2026-05-09T17:18:39Z,844,72,43,4338,0.461,1.39,,normal,,2026-05-13T10:00:44Z
36,182,tiktok,ext_tiktok_00000036,Accounts keep asking where to find Remote Trailer Telematics Onboarding. VitalRoute Logistics is showing up in every routing thread,2026-05-13T01:21:17Z,102,45,17,3393,0.649,0.4,,normal,,2026-05-13T10:00:44Z
37,105,threads,ext_threads_00000037,Control tower huddle: prioritize HomePort Distribution Remote Yard Check Onboarding tenders before the weekend surge,2026-05-10T00:05:25Z,649,69,25,4397,0.78,1.09,,normal,,2026-05-13T10:00:44Z
38,6,instagram,ext_instagram_00000038,Network planners are coordinating tenders across regional terminals today,2026-05-07T08:51:20Z,6856,1630,681,183521,0.058,18.62,,rising,,2026-05-13T10:00:44Z
39,317,youtube,ext_youtube_00000039,Driver availability screening is creating new handoffs to carrier partners,2026-04-19T21:20:35Z,104,40,19,5330,-0.172,0.41,,normal,,2026-05-13T10:00:44Z
40,260,tiktok,ext_tiktok_00000040,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-06T16:06:14Z,571,65,35,219,-0.078,1.01,,normal,,2026-05-13T10:00:44Z
41,341,twitter,ext_twitter_00000041,Recommended VitalRoute Logistics Remote Trailer Telematics Onboarding to a load planner today because missed pickup windows are the risk,2026-05-01T04:48:48Z,511,40,18,17177,0.264,0.93,,normal,,2026-05-13T10:00:44Z
42,213,twitter,ext_twitter_00000042,"Thought Expedited Dock-to-Dock Transfer demand would level off, but MetroLine Freight is still seeing urgent requests",2026-05-06T21:26:20Z,662,86,22,10466,0.795,1.22,,normal,,2026-05-13T10:00:44Z
43,371,twitter,ext_twitter_00000043,Morning network review featuring Cold Chain Exception Review. SilverLine Cold Chain needs pre-positioned fleet capacity,2026-05-11T11:35:17Z,480,83,47,4662,0.361,1.09,,normal,,2026-05-13T10:00:44Z
44,377,youtube,ext_youtube_00000044,Added Carrier Exception Follow-Up to the high-priority route plan. Thank you ClearLane Brokerage for closing the gap,2026-05-10T10:19:26Z,806,56,49,12480,0.867,1.4,,normal,,2026-05-13T10:00:44Z
45,228,twitter,ext_twitter_00000045,The terminal is seeing increased demand for linehaul capacity after a national shipper launch,2026-05-08T15:06:01Z,946,45,47,12892,0.768,1.49,,normal,,2026-05-13T10:00:44Z
46,412,youtube,ext_youtube_00000046,Dispatch coordinators are flagging Expedited Dock-to-Dock Transfer from MetroLine Freight as a bottleneck this week,2026-04-18T00:51:28Z,595,81,16,2412,0.25,1.02,,normal,,2026-05-13T10:00:44Z
47,129,youtube,ext_youtube_00000047,Terminal update: Cold Chain Exception Review capacity at SilverLine Cold Chain is getting tight after a spike in tenders,2026-05-12T01:32:50Z,9371,676,583,137145,0.313,16.36,,rising,,2026-05-13T10:00:44Z
48,206,instagram,ext_instagram_00000048,Shipper operations note - OnRoute Port Services Empty Container Return Slot is the service everyone is trying to schedule right now,2026-05-08T17:29:07Z,948,39,30,17019,0.685,1.42,,normal,,2026-05-13T10:00:44Z
49,164,youtube,ext_youtube_00000049,Driver availability screening is creating new handoffs to carrier partners,2026-05-13T09:50:08Z,729,78,2,5037,0.106,1.1,,normal,,2026-05-13T10:00:44Z
50,192,tiktok,ext_tiktok_00000050,"Two-week review of VitalRoute Logistics Remote Trailer Telematics Onboarding: strong service levels, but capacity planning matters",2026-05-06T02:36:51Z,5302,1030,140,100512,0.822,11.13,,rising,,2026-05-13T10:00:44Z
51,142,tiktok,ext_tiktok_00000051,Accounts keep asking where to find Paratransit Reservation Window. WellNest Passenger Mobility is showing up in every routing thread,2026-05-10T04:07:27Z,468,11,41,11174,0.429,0.83,,normal,,2026-05-13T10:00:44Z
52,160,threads,ext_threads_00000052,Dispatchers need earlier visibility into terminal appointment availability,2026-04-30T13:37:37Z,808,39,1,13715,0.244,1.11,,normal,,2026-05-13T10:00:44Z
53,210,threads,ext_threads_00000053,Remote trailer alerts are helping the team catch dwell risk before a missed delivery,2026-05-13T09:59:28Z,890,80,31,4995,0.461,1.41,,normal,,2026-05-13T10:00:44Z
54,429,instagram,ext_instagram_00000054,"If your shippers need High-Value Load Monitoring Kit, check PulsePoint Transit availability early; slots are moving fast",2026-05-11T14:27:58Z,45780,6171,6027,363014,0.579,78.31,,viral,,2026-05-13T10:00:44Z
55,295,tiktok,ext_tiktok_00000055,Day 30 with the Priority Recovery Dispatch workflow and dispatch says PulsePoint Transit reduced manual follow-up,2026-05-13T06:43:21Z,947,7,35,7273,0.451,1.22,,normal,,2026-05-13T10:00:44Z
56,269,instagram,ext_instagram_00000056,Recommended WellNest Passenger Mobility School Route Capacity Review to a load planner today because missed pickup windows are the risk,2026-05-07T11:30:14Z,208,37,28,17590,0.556,0.67,,normal,,2026-05-13T10:00:44Z
57,258,threads,ext_threads_00000057,"Thought Trailer Yard Starter Kit demand would level off, but HomePort Distribution is still seeing urgent requests",2026-04-22T11:09:49Z,705,12,4,15662,0.943,0.93,,normal,,2026-05-13T10:00:44Z
58,165,threads,ext_threads_00000058,Morning network review featuring Driver Safety Briefing. RouteFirst Mobility needs pre-positioned fleet capacity,2026-04-18T02:12:34Z,523,91,7,1799,0.674,0.94,,normal,,2026-05-13T10:00:44Z
59,40,threads,ext_threads_00000059,Added Heavy Equipment Recovery Bundle to the high-priority route plan. Thank you OrthoMotion Heavy Haul for closing the gap,2026-05-08T04:52:42Z,38,2,22,7065,0.449,0.23,,normal,,2026-05-13T10:00:44Z
60,210,threads,ext_threads_00000060,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-10T14:39:05Z,1668,1422,244,89052,-0.274,9.47,,rising,,2026-05-13T10:00:44Z
61,47,tiktok,ext_tiktok_00000061,Final-mile capacity is the top request in our shipper operations forum this week,2026-05-10T17:29:17Z,449,17,31,1193,0.693,0.68,,normal,,2026-05-13T10:00:44Z
62,49,youtube,ext_youtube_00000062,Dispatchers need earlier visibility into terminal appointment availability,2026-04-17T21:05:53Z,193,21,37,1856,0.176,0.48,,normal,,2026-05-13T10:00:44Z
63,375,tiktok,ext_tiktok_00000063,Shipper operations note - Intermodal Direct Rail ETA Visibility Kit is the service everyone is trying to schedule right now,2026-05-13T08:28:59Z,1136,1893,896,51783,0.888,13.71,,rising,,2026-05-13T10:00:44Z
64,73,twitter,ext_twitter_00000064,Telematics follow-up: demand for Time-Critical Air Freight Tender is up and PulsePoint Transit needs more slots,2026-05-09T04:37:41Z,6686,1127,457,118449,0.694,14.66,,rising,,2026-05-13T10:00:44Z
65,179,youtube,ext_youtube_00000065,The terminal is seeing increased demand for linehaul capacity after a national shipper launch,2026-04-25T08:17:54Z,785,61,38,15605,0.239,1.38,,normal,,2026-05-13T10:00:44Z
66,377,youtube,ext_youtube_00000066,Accounts keep asking where to find Expedited Dock-to-Dock Transfer. MetroLine Freight is showing up in every routing thread,2026-04-17T05:55:16Z,875,24,7,6502,0.544,1.07,,normal,,2026-05-13T10:00:44Z
67,416,twitter,ext_twitter_00000067,Control tower huddle: prioritize HomePort Distribution Regional Pool Distribution tenders before the weekend surge,2026-05-10T07:38:19Z,8929,255,831,127006,0.802,15.37,,rising,,2026-05-13T10:00:44Z
68,,youtube,ext_youtube_00000068,Network planners are coordinating tenders across regional terminals today,2026-05-13T08:08:59Z,913,62,12,9050,0.265,1.31,,normal,,2026-05-13T10:00:44Z
69,,threads,ext_threads_00000069,Driver availability screening is creating new handoffs to carrier partners,2026-05-05T22:03:36Z,3783,1876,288,36749,0.003,13.09,,rising,,2026-05-13T10:00:44Z
70,436,twitter,ext_twitter_00000070,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-04-27T00:31:58Z,52,57,4,2275,0.374,0.32,,normal,,2026-05-13T10:00:44Z
71,328,threads,ext_threads_00000071,Recommended PulsePoint Transit High-Value Load Monitoring Kit to a load planner today because missed pickup windows are the risk,2026-05-13T09:09:13Z,909,40,20,7115,0.221,1.24,,normal,,2026-05-13T10:00:44Z
72,343,threads,ext_threads_00000072,"Thought Port Drayage Appointment demand would level off, but OnRoute Port Services is still seeing urgent requests",2026-05-10T22:10:28Z,309,20,32,170,0.75,0.55,,normal,,2026-05-13T10:00:44Z
73,457,youtube,ext_youtube_00000073,Morning network review featuring School Route Capacity Review. WellNest Passenger Mobility needs pre-positioned fleet capacity,2026-05-13T09:34:26Z,4773,1517,927,78432,0.537,16.26,,rising,,2026-05-13T10:00:44Z
74,170,threads,ext_threads_00000074,Added Same-Day Final Mile Slot to the high-priority route plan. Thank you VitalRoute Logistics for closing the gap,2026-04-20T02:56:36Z,373,31,1,10021,0.868,0.6,,normal,,2026-05-13T10:00:44Z
75,371,twitter,ext_twitter_00000075,A lot of shippers are asking about Bridge Clearance Assessment through OrthoMotion Heavy Haul; lane demand is clearly rising,2026-04-22T14:05:29Z,2425,1112,461,37488,0.607,9.55,,rising,,2026-05-13T10:00:44Z
76,466,twitter,ext_twitter_00000076,Dispatch coordinators are flagging Priority Recovery Dispatch from PulsePoint Transit as a bottleneck this week,2026-05-13T09:54:14Z,8222,249,220,130575,0.795,11.62,,rising,,2026-05-13T10:00:44Z
77,377,youtube,ext_youtube_00000077,Safety teams need better exception outreach after recent route disruptions,2026-04-19T18:08:20Z,491,38,33,1979,0.091,0.83,,normal,,2026-05-13T10:00:44Z
78,39,youtube,ext_youtube_00000078,Network planners are coordinating tenders across regional terminals today,2026-05-10T14:23:53Z,186,64,3,12960,0.388,0.59,,normal,,2026-05-13T10:00:44Z
79,259,instagram,ext_instagram_00000079,Telematics follow-up: demand for Port Drayage Appointment is up and OnRoute Port Services needs more slots,2026-04-26T20:46:07Z,29819,3154,6367,904279,0.38,66.48,,viral,,2026-05-13T10:00:44Z
80,,instagram,ext_instagram_00000080,"Two-week review of RouteFirst Mobility Driver Safety Briefing: strong service levels, but capacity planning matters",2026-04-22T01:19:14Z,167,97,1,3895,0.284,0.6,,normal,,2026-05-13T10:00:44Z
81,165,threads,ext_threads_00000081,Accounts keep asking where to find Hazmat Documentation Review. MetroLine Freight is showing up in every routing thread,2026-05-10T14:17:32Z,5855,1612,643,76286,0.54,16.28,,rising,,2026-05-13T10:00:44Z
82,125,threads,ext_threads_00000082,Control tower huddle: prioritize RailFlow Logistics Railcar Spotting Request tenders before the weekend surge,2026-05-09T23:54:18Z,536,82,31,17617,0.871,1.2,,normal,,2026-05-13T10:00:44Z
83,46,instagram,ext_instagram_00000083,Remote trailer alerts are helping the team catch dwell risk before a missed delivery,2026-05-12T08:31:32Z,806,28,31,16117,0.52,1.23,,normal,,2026-05-13T10:00:44Z
84,151,instagram,ext_instagram_00000084,"If your shippers need Empty Container Return Slot, check OnRoute Port Services availability early; slots are moving fast",2026-04-23T04:51:36Z,840,24,2,13216,0.556,1.08,,normal,,2026-05-13T10:00:44Z
85,274,instagram,ext_instagram_00000085,Day 30 with the Refrigerated Truckload Slot workflow and dispatch says SilverLine Cold Chain reduced manual follow-up,2026-05-06T08:59:05Z,78,18,30,17463,0.387,0.47,,normal,,2026-05-13T10:00:44Z
86,437,youtube,ext_youtube_00000086,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-05-12T22:02:42Z,564,93,37,17864,0.24,1.3,,normal,,2026-05-13T10:00:44Z
87,183,twitter,ext_twitter_00000087,"Thought Paratransit Reservation Window demand would level off, but WellNest Passenger Mobility is still seeing urgent requests",2026-05-11T10:09:51Z,5028,1368,867,98097,0.856,15.82,,rising,,2026-05-13T10:00:44Z
88,175,threads,ext_threads_00000088,Network planners are coordinating tenders across regional terminals today,2026-05-11T08:03:39Z,793,25,36,19791,-0.244,1.27,,normal,,2026-05-13T10:00:44Z
89,203,twitter,ext_twitter_00000089,Driver availability screening is creating new handoffs to carrier partners,2026-05-11T08:00:56Z,278,95,46,1830,0.225,0.91,,normal,,2026-05-13T10:00:44Z
90,336,twitter,ext_twitter_00000090,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-04-26T19:54:18Z,313,12,37,1450,-0.006,0.56,,normal,,2026-05-13T10:00:44Z
91,335,tiktok,ext_tiktok_00000091,Dispatch coordinators are flagging Regional LTL Freight Move from MetroLine Freight as a bottleneck this week,2026-04-29T21:51:31Z,883,49,19,15693,0.858,1.33,,normal,,2026-05-13T10:00:44Z
92,363,threads,ext_threads_00000092,Terminal update: Oversize Permit Coordination capacity at OrthoMotion Heavy Haul is getting tight after a spike in tenders,2026-04-19T13:07:04Z,146,94,15,17448,0.685,0.77,,normal,,2026-05-13T10:00:44Z
93,276,twitter,ext_twitter_00000093,Shipper operations note - ClearLane Brokerage Carrier Exception Follow-Up is the service everyone is trying to schedule right now,2026-05-11T13:04:08Z,810,42,7,3439,0.86,1.05,,normal,,2026-05-13T10:00:44Z
94,172,tiktok,ext_tiktok_00000094,Weather and port congestion are delaying service commitments for several shipper groups,2026-05-12T11:16:37Z,4785,670,929,94584,0.191,13.06,,rising,,2026-05-13T10:00:44Z
95,129,youtube,ext_youtube_00000095,"Two-week review of ClearLane Brokerage Contract Lane Rebid: strong service levels, but capacity planning matters",2026-05-02T01:24:32Z,413,57,44,10211,0.542,0.96,,normal,,2026-05-13T10:00:44Z
96,,tiktok,ext_tiktok_00000096,Accounts keep asking where to find Expedited Dock-to-Dock Transfer. MetroLine Freight is showing up in every routing thread,2026-05-09T20:50:47Z,206,75,14,18087,0.935,0.76,,normal,,2026-05-13T10:00:44Z
97,281,twitter,ext_twitter_00000097,Safety teams need better exception outreach after recent route disruptions,2026-05-10T17:23:09Z,8414,589,730,37099,-0.152,14.79,,rising,,2026-05-13T10:00:44Z
98,106,instagram,ext_instagram_00000098,Network planners are coordinating tenders across regional terminals today,2026-04-16T12:03:56Z,866,99,27,18367,0.898,1.58,,normal,,2026-05-13T10:00:44Z
99,15,threads,ext_threads_00000099,"If your shippers need Bridge Clearance Assessment, check OrthoMotion Heavy Haul availability early; slots are moving fast",2026-05-07T06:57:39Z,165,60,2,18996,0.882,0.6,,normal,,2026-05-13T10:00:44Z
100,220,threads,ext_threads_00000100,Day 30 with the Same-Day Final Mile Slot workflow and dispatch says VitalRoute Logistics reduced manual follow-up,2026-05-12T15:57:03Z,528,41,10,1586,0.586,0.76,,normal,,2026-05-13T10:00:44Z
101,94,youtube,ext_youtube_00000101,Recommended PulsePoint Transit Time-Critical Air Freight Tender to a load planner today because missed pickup windows are the risk,2026-05-12T06:04:42Z,771,3,23,15301,0.661,1.05,,normal,,2026-05-13T10:00:44Z
102,128,twitter,ext_twitter_00000102,"Thought Regional LTL Freight Move demand would level off, but MetroLine Freight is still seeing urgent requests",2026-05-05T09:41:33Z,398,14,44,17731,0.653,0.85,,normal,,2026-05-13T10:00:44Z
103,60,threads,ext_threads_00000103,Morning network review featuring Bridge Clearance Assessment. OrthoMotion Heavy Haul needs pre-positioned fleet capacity,2026-04-23T13:29:25Z,979,90,10,1774,0.934,1.41,,normal,,2026-05-13T10:00:44Z
104,186,instagram,ext_instagram_00000104,Added Regional Pool Distribution to the high-priority route plan. Thank you HomePort Distribution for closing the gap,2026-05-02T19:28:06Z,860,55,15,13975,0.259,1.29,,normal,,2026-05-13T10:00:44Z
105,,instagram,ext_instagram_00000105,A lot of shippers are asking about Bridge Clearance Assessment through OrthoMotion Heavy Haul; lane demand is clearly rising,2026-05-07T10:03:31Z,976,38,27,699,0.711,1.27,,normal,,2026-05-13T10:00:44Z
106,408,threads,ext_threads_00000106,Dispatch coordinators are flagging Oversize Permit Coordination from OrthoMotion Heavy Haul as a bottleneck this week,2026-04-26T19:50:19Z,793,66,15,4442,0.576,1.18,,normal,,2026-05-13T10:00:44Z
107,452,youtube,ext_youtube_00000107,Terminal update: Expedited Dock-to-Dock Transfer capacity at MetroLine Freight is getting tight after a spike in tenders,2026-05-12T07:30:57Z,239,71,17,5065,0.376,0.66,,normal,,2026-05-13T10:00:44Z
108,265,tiktok,ext_tiktok_00000108,Network planners are coordinating tenders across regional terminals today,2026-04-17T00:37:03Z,325,92,11,8742,0.288,0.84,,normal,,2026-05-13T10:00:44Z
109,53,twitter,ext_twitter_00000109,Telematics follow-up: demand for Contract Lane Rebid is up and ClearLane Brokerage needs more slots,2026-05-11T07:36:03Z,5370,876,929,76872,0.231,14.29,,rising,,2026-05-13T10:00:44Z
110,389,instagram,ext_instagram_00000110,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-12T02:54:51Z,31,75,47,18360,0.053,0.75,,normal,,2026-05-13T10:00:44Z
111,334,instagram,ext_instagram_00000111,Final-mile capacity is the top request in our shipper operations forum this week,2026-05-05T01:26:28Z,241,37,1,11494,0.216,0.51,,normal,,2026-05-13T10:00:44Z
112,3,twitter,ext_twitter_00000112,Control tower huddle: prioritize WellNest Passenger Mobility School Route Capacity Review tenders before the weekend surge,2026-04-28T14:03:52Z,284,45,36,6662,0.644,0.71,,normal,,2026-05-13T10:00:44Z
113,392,youtube,ext_youtube_00000113,Port and weather alerts are surfacing new need for Paratransit Reservation Window from WellNest Passenger Mobility,2026-04-30T16:51:18Z,154,78,16,12353,0.399,0.67,,normal,,2026-05-13T10:00:44Z
114,425,tiktok,ext_tiktok_00000114,"If your shippers need Regional Pool Distribution, check HomePort Distribution availability early; slots are moving fast",2026-05-12T09:25:15Z,262,50,42,6473,0.397,0.74,,normal,,2026-05-13T10:00:44Z
115,235,threads,ext_threads_00000115,Day 30 with the Regional Pool Distribution workflow and dispatch says HomePort Distribution reduced manual follow-up,2026-05-05T03:39:37Z,326,90,31,5810,0.213,0.9,,normal,,2026-05-13T10:00:44Z
116,448,threads,ext_threads_00000116,Recommended SilverLine Cold Chain Cold Chain Exception Review to a load planner today because missed pickup windows are the risk,2026-04-14T17:25:47Z,498,77,15,16940,0.744,1.05,,normal,,2026-05-13T10:00:44Z
117,213,twitter,ext_twitter_00000117,"Thought Cold Chain Exception Review demand would level off, but SilverLine Cold Chain is still seeing urgent requests",2026-04-30T10:28:19Z,5116,1749,803,177561,0.397,17.9,,rising,,2026-05-13T10:00:44Z
118,442,youtube,ext_youtube_00000118,Network planners are coordinating tenders across regional terminals today,2026-05-13T04:08:54Z,4644,1626,426,186428,0.464,15.14,,rising,,2026-05-13T10:00:44Z
119,165,threads,ext_threads_00000119,Added Remote Yard Check Onboarding to the high-priority route plan. Thank you HomePort Distribution for closing the gap,2026-05-12T20:11:20Z,123,94,1,10319,0.543,0.61,,normal,,2026-05-13T10:00:44Z
120,45,threads,ext_threads_00000120,A lot of shippers are asking about Cold Chain Exception Review through SilverLine Cold Chain; lane demand is clearly rising,2026-04-15T02:42:58Z,32735,9430,5843,674811,0.782,79.48,,viral,,2026-05-13T10:00:44Z
121,89,youtube,ext_youtube_00000121,Dispatch coordinators are flagging Time-Critical Air Freight Tender from PulsePoint Transit as a bottleneck this week,2026-05-02T05:08:11Z,769,11,17,343,0.217,0.9,,normal,,2026-05-13T10:00:44Z
122,395,tiktok,ext_tiktok_00000122,Dispatchers need earlier visibility into terminal appointment availability,2026-05-10T23:46:02Z,595,98,4,3960,0.648,1.05,,normal,,2026-05-13T10:00:44Z
123,478,youtube,ext_youtube_00000123,Shipper operations note - MetroLine Freight Expedited Dock-to-Dock Transfer is the service everyone is trying to schedule right now,2026-05-13T06:33:07Z,1360,693,710,63164,0.841,8.31,,rising,,2026-05-13T10:00:44Z
124,349,instagram,ext_instagram_00000124,Telematics follow-up: demand for Railcar Spotting Request is up and RailFlow Logistics needs more slots,2026-05-09T10:13:49Z,666,95,30,15802,0.795,1.35,,normal,,2026-05-13T10:00:44Z
125,335,tiktok,ext_tiktok_00000125,"Two-week review of RouteFirst Mobility Driver Safety Briefing: strong service levels, but capacity planning matters",2026-04-23T20:26:55Z,5212,673,251,24819,0.943,9.41,,rising,,2026-05-13T10:00:44Z
126,18,twitter,ext_twitter_00000126,Accounts keep asking where to find Railcar Spotting Request. RailFlow Logistics is showing up in every routing thread,2026-04-30T15:09:36Z,941,26,9,19158,0.401,1.28,,normal,,2026-05-13T10:00:44Z
