order_id,customer_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
20,362,delivered,37760,24.99,12,33.4456,-112.7321,2026-05-11,2026-05-05,210,65.15,2026-05-05T14:55:00Z,2026-05-05T16:30:00Z
21,381,pending,34790,0,5,36.3908,-78.079,2026-05-12,,221,83,2026-05-05T14:50:00Z,2026-05-05T16:30:00Z
22,400,confirmed,67000,7.99,10,42.4203,-87.7543,2026-05-06,,232,94.92,2026-05-05T14:45:00Z,2026-05-05T16:30:00Z
23,419,processing,24900,14.99,3,40.1214,-74.0248,2026-05-07,,243,96.86,2026-05-05T14:40:00Z,2026-05-05T16:30:00Z
24,438,cancelled,24600,24.99,8,34.2254,-84.5206,2026-05-08,,254,78.1,2026-05-05T14:35:00Z,2026-05-05T16:30:00Z
25,457,confirmed,31400,0,1,37.7145,-122.4198,2026-05-09,,265,68.82,2026-05-05T14:30:00Z,2026-05-05T16:30:00Z
26,476,processing,21210,7.99,6,39.6928,-104.6573,2026-05-10,,276,74.35,2026-05-05T14:25:00Z,2026-05-05T16:30:00Z
27,495,shipped,34010,14.99,11,33.0129,-96.3017,2026-05-11,,287,62.24,2026-05-05T14:20:00Z,2026-05-05T16:30:00Z
28,514,delivered,10360,24.99,4,26.067,-80.154,2026-05-12,2026-05-05,298,73.28,2026-05-05T14:15:00Z,2026-05-05T16:30:00Z
29,533,pending,7620,0,9,42.1475,-70.9614,2026-05-06,,309,79.41,2026-05-05T14:10:00Z,2026-05-05T16:30:00Z
30,552,confirmed,46000,7.99,2,34.6815,-118.4308,2026-05-07,,320,49.92,2026-05-05T14:05:00Z,2026-05-05T16:30:00Z
31,571,processing,28900,14.99,7,46.9383,-122.9666,2026-05-08,,331,56.81,2026-05-05T14:00:00Z,2026-05-05T16:30:00Z
32,590,cancelled,50520,24.99,12,32.9658,-112.3511,2026-05-09,,342,72.38,2026-05-05T13:55:00Z,2026-05-05T16:30:00Z
33,609,confirmed,27400,0,5,35.9114,-79.0388,2026-05-10,,353,46.19,2026-05-05T13:50:00Z,2026-05-05T16:30:00Z
34,628,processing,49460,7.99,10,41.496,-87.7025,2026-05-11,,364,92.14,2026-05-05T13:45:00Z,2026-05-05T16:30:00Z
35,647,shipped,61700,14.99,3,41.1357,-74.2705,2026-05-12,,375,70.78,2026-05-05T13:40:00Z,2026-05-05T16:30:00Z
36,666,delivered,98300,24.99,8,33.1039,-83.8651,2026-05-06,2026-05-05,386,38.99,2026-05-05T13:35:00Z,2026-05-05T16:30:00Z
37,685,pending,15970,0,,37.8022,-121.7664,2026-05-07,,397,61.19,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
38,704,confirmed,36730,7.99,6,39.9461,-104.4608,2026-05-08,,408,53.14,2026-05-05T13:25:00Z,2026-05-05T16:30:00Z
39,723,processing,55080,14.99,11,33.1556,-96.5825,2026-05-09,,419,83.7,2026-05-05T13:20:00Z,2026-05-05T16:30:00Z
40,742,cancelled,49640,24.99,4,25.0627,-80.5857,2026-05-10,,430,79.85,2026-05-05T13:15:00Z,2026-05-05T16:30:00Z
41,761,confirmed,25020,0,9,41.9519,-71.3827,2026-05-11,,441,62.37,2026-05-05T13:10:00Z,2026-05-05T16:30:00Z
42,780,processing,12605,7.99,2,33.9744,-118.8806,2026-05-12,,452,75.71,2026-05-05T13:05:00Z,2026-05-05T16:30:00Z
43,799,shipped,43100,14.99,7,47.0658,-122.3154,2026-05-06,,463,64.46,2026-05-05T13:00:00Z,2026-05-05T16:30:00Z
44,818,delivered,49200,24.99,12,33.762,-112.4638,2026-05-07,2026-05-05,474,40.12,2026-05-05T12:55:00Z,2026-05-05T16:30:00Z
45,837,pending,27770,0,5,35.7967,-78.3278,2026-05-08,,485,37.95,2026-05-05T12:50:00Z,2026-05-05T16:30:00Z
46,856,confirmed,32044,7.99,10,42.3866,-88.2663,2026-05-09,,496,42.47,2026-05-05T12:45:00Z,2026-05-05T16:30:00Z
47,875,processing,33550,14.99,3,41.1189,-73.8327,2026-05-10,,507,44.16,2026-05-05T12:40:00Z,2026-05-05T16:30:00Z
48,894,cancelled,29480,24.99,8,33.3043,-84.5,2026-05-11,,518,80.74,2026-05-05T12:35:00Z,2026-05-05T16:30:00Z
49,913,confirmed,80400,0,1,37.3987,-122.0616,2026-05-12,,529,38.06,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
50,932,processing,31700,7.99,6,40.358,-104.8214,2026-05-06,,540,50.68,2026-05-05T12:25:00Z,2026-05-05T16:30:00Z
51,951,shipped,19850,14.99,11,32.9683,-97.4688,2026-05-07,,551,77.83,2026-05-05T12:20:00Z,2026-05-05T16:30:00Z
52,970,delivered,48400,24.99,4,25.5005,-80.0753,2026-05-08,2026-05-05,562,62.69,2026-05-05T12:15:00Z,2026-05-05T16:30:00Z
53,989,pending,46700,0,9,42.402,-70.4391,2026-05-09,,573,89.85,2026-05-05T12:10:00Z,2026-05-05T16:30:00Z
54,1008,confirmed,36750,7.99,2,33.9274,-118.8374,2026-05-10,,584,66.61,2026-05-05T12:05:00Z,2026-05-05T16:30:00Z
55,1027,processing,29400,14.99,7,48.2845,-122.2415,2026-05-11,,595,97.27,2026-05-05T12:00:00Z,2026-05-05T16:30:00Z
56,1046,cancelled,10540,24.99,12,32.9241,-111.5006,2026-05-12,,606,63.64,2026-05-05T11:55:00Z,2026-05-05T16:30:00Z
57,1065,confirmed,39010,0,5,35.76,-79.3264,2026-05-06,,617,79.6,2026-05-05T11:50:00Z,2026-05-05T16:30:00Z
58,1084,processing,26720,7.99,10,41.8507,-87.173,2026-05-07,,628,94.29,2026-05-05T11:45:00Z,2026-05-05T16:30:00Z
59,1103,shipped,49750,14.99,3,41.0864,-73.9855,2026-05-08,,639,69.74,2026-05-05T11:40:00Z,2026-05-05T16:30:00Z
60,1122,delivered,60000,24.99,8,33.7231,-84.2082,2026-05-09,2026-05-05,650,88.24,2026-05-05T11:35:00Z,2026-05-05T16:30:00Z
61,1141,pending,18895,0,,37.7264,-122.3918,2026-05-10,,661,43.8,2026-05-05T11:30:00Z,2026-05-05T16:30:00Z
62,1160,confirmed,27220,7.99,6,39.299,-104.5265,2026-05-11,,672,65,2026-05-05T11:25:00Z,2026-05-05T16:30:00Z
63,1179,processing,93450,14.99,11,32.8955,-96.6374,2026-05-12,,683,45.89,2026-05-05T11:20:00Z,2026-05-05T16:30:00Z
64,1198,cancelled,39940,24.99,4,25.4822,-79.9449,2026-05-06,,694,69.89,2026-05-05T11:15:00Z,2026-05-05T16:30:00Z
65,1217,confirmed,19548,0,9,42.6515,-71.7376,2026-05-07,,705,37.7,2026-05-05T11:10:00Z,2026-05-05T16:30:00Z
66,1236,processing,68250,7.99,2,34.2924,-118.2237,2026-05-08,,716,79.67,2026-05-05T11:05:00Z,2026-05-05T16:30:00Z
67,1255,shipped,35140,14.99,7,47.0702,-122.1003,2026-05-09,,727,71.69,2026-05-05T11:00:00Z,2026-05-05T16:30:00Z
68,1274,delivered,29220,24.99,12,32.8192,-112.2716,2026-05-10,2026-05-05,738,96.18,2026-05-05T10:55:00Z,2026-05-05T16:30:00Z
69,1293,pending,6760,0,5,35.7314,-78.2632,2026-05-11,,749,85.26,2026-05-05T10:50:00Z,2026-05-05T16:30:00Z
70,1312,confirmed,39540,7.99,10,42.2325,-87.0961,2026-05-12,,760,77.64,2026-05-05T10:45:00Z,2026-05-05T16:30:00Z
71,1331,processing,30170,14.99,3,40.6,-74.4793,2026-05-06,,771,94.77,2026-05-05T10:40:00Z,2026-05-05T16:30:00Z
72,1350,cancelled,36100,24.99,8,34.3516,-85.0171,2026-05-07,,782,66.37,2026-05-05T10:35:00Z,2026-05-05T16:30:00Z
73,1369,confirmed,33250,0,1,37.1744,-122.3985,2026-05-08,,793,55.78,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
74,1388,processing,25580,7.99,6,40.369,-105.1192,2026-05-09,,804,78.31,2026-05-05T10:25:00Z,2026-05-05T16:30:00Z
75,1407,shipped,33500,14.99,11,32.1947,-96.6037,2026-05-10,,815,67.29,2026-05-05T10:20:00Z,2026-05-05T16:30:00Z
76,1426,delivered,25220,24.99,4,26.173,-79.8981,2026-05-11,2026-05-05,826,48.85,2026-05-05T10:15:00Z,2026-05-05T16:30:00Z
77,1445,pending,78500,0,9,41.7939,-71.3998,2026-05-12,,837,78.65,2026-05-05T10:10:00Z,2026-05-05T16:30:00Z
78,1464,confirmed,12842,7.99,2,33.6442,-118.8325,2026-05-06,,848,95.93,2026-05-05T10:05:00Z,2026-05-05T16:30:00Z
79,1483,processing,62460,14.99,7,47.6605,-122.3377,2026-05-07,,859,57.21,2026-05-05T10:00:00Z,2026-05-05T16:30:00Z
80,1502,cancelled,37760,24.99,12,33.3674,-112.0871,2026-05-08,,870,56.64,2026-05-05T09:55:00Z,2026-05-05T16:30:00Z
81,1521,confirmed,34790,0,5,35.7207,-79.217,2026-05-09,,881,61.07,2026-05-05T09:50:00Z,2026-05-05T16:30:00Z
82,1540,processing,67000,7.99,10,41.3353,-87.9502,2026-05-10,,892,40.25,2026-05-05T09:45:00Z,2026-05-05T16:30:00Z
83,1559,shipped,24900,14.99,3,40.0773,-73.474,2026-05-11,,903,92.2,2026-05-05T09:40:00Z,2026-05-05T16:30:00Z
84,1578,delivered,24600,24.99,8,33.6551,-84.7247,2026-05-12,2026-05-05,914,97.94,2026-05-05T09:35:00Z,2026-05-05T16:30:00Z
85,1597,pending,31400,0,,37.9726,-122.0632,2026-05-06,,925,75.91,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
86,1616,confirmed,21210,7.99,6,39.3549,-104.6195,2026-05-07,,936,54.49,2026-05-05T09:25:00Z,2026-05-05T16:30:00Z
87,1635,processing,34010,14.99,11,33.4102,-97.1947,2026-05-08,,947,82.52,2026-05-05T09:20:00Z,2026-05-05T16:30:00Z
88,1654,cancelled,10360,24.99,4,26.3826,-80.666,2026-05-09,,958,62.34,2026-05-05T09:15:00Z,2026-05-05T16:30:00Z
89,1673,confirmed,7620,0,9,42.8777,-70.8644,2026-05-10,,969,97.89,2026-05-05T09:10:00Z,2026-05-05T16:30:00Z
90,1692,processing,46000,7.99,2,34.202,-118.054,2026-05-11,,980,88.12,2026-05-05T09:05:00Z,2026-05-05T16:30:00Z
91,1711,shipped,28900,14.99,7,47.2576,-122.0437,2026-05-12,,991,48.14,2026-05-05T09:00:00Z,2026-05-05T16:30:00Z
92,1730,delivered,50520,24.99,12,33.2477,-112.5841,2026-05-06,2026-05-05,1002,83.22,2026-05-05T08:55:00Z,2026-05-05T16:30:00Z
93,1749,pending,27400,0,5,35.1418,-79.0597,2026-05-07,,1013,76.94,2026-05-05T08:50:00Z,2026-05-05T16:30:00Z
94,1768,confirmed,49460,7.99,10,41.9316,-87.7552,2026-05-08,,1024,88.96,2026-05-05T08:45:00Z,2026-05-05T16:30:00Z
95,1787,processing,61700,14.99,3,40.7488,-74.1347,2026-05-09,,1035,91.48,2026-05-05T08:40:00Z,2026-05-05T16:30:00Z
96,1806,cancelled,98300,24.99,8,33.3612,-83.9921,2026-05-10,,1046,56.45,2026-05-05T08:35:00Z,2026-05-05T16:30:00Z
97,1825,confirmed,15970,0,1,37.5986,-122.2599,2026-05-11,,1057,54.8,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
98,1844,processing,36730,7.99,6,39.1474,-104.7782,2026-05-12,,1068,75.47,2026-05-05T08:25:00Z,2026-05-05T16:30:00Z
99,1863,shipped,55080,14.99,11,32.5842,-97.0081,2026-05-06,,1079,86.65,2026-05-05T08:20:00Z,2026-05-05T16:30:00Z
100,1882,delivered,49640,24.99,4,25.9239,-80.6988,2026-05-07,2026-05-05,1090,38.17,2026-05-05T08:15:00Z,2026-05-05T16:30:00Z
101,1901,pending,25020,0,9,42.8839,-70.6607,2026-05-08,,1101,77.88,2026-05-05T08:10:00Z,2026-05-05T16:30:00Z
102,1920,confirmed,12605,7.99,2,34.4009,-118.5217,2026-05-09,,1112,37.65,2026-05-05T08:05:00Z,2026-05-05T16:30:00Z
103,1939,processing,43100,14.99,7,48.0165,-122.2401,2026-05-10,,1123,82.8,2026-05-05T08:00:00Z,2026-05-05T16:30:00Z
104,1958,cancelled,49200,24.99,12,33.837,-112.7224,2026-05-11,,1134,38.74,2026-05-05T07:55:00Z,2026-05-05T16:30:00Z
105,1977,confirmed,27770,0,5,35.3108,-78.8495,2026-05-12,,1145,72.74,2026-05-05T07:50:00Z,2026-05-05T16:30:00Z
106,1996,processing,32044,7.99,10,42.3517,-87.5131,2026-05-06,,1156,94.83,2026-05-05T07:45:00Z,2026-05-05T16:30:00Z
107,15,shipped,33550,14.99,3,32.962,-96.1894,2026-05-07,,1167,40.59,2026-05-05T07:40:00Z,2026-05-05T16:30:00Z
108,34,delivered,29480,24.99,8,25.6074,-80.4177,2026-05-08,2026-05-05,1178,37.6,2026-05-05T07:35:00Z,2026-05-05T16:30:00Z
109,53,pending,80400,0,,42.8428,-70.8971,2026-05-09,,1189,65.28,2026-05-05T07:30:00Z,2026-05-05T16:30:00Z
110,72,confirmed,31700,7.99,6,33.4696,-118.1206,2026-05-10,,1200,69.46,2026-05-05T07:25:00Z,2026-05-05T16:30:00Z
111,91,processing,19850,14.99,11,48.0726,-122.5442,2026-05-11,,1211,82.13,2026-05-05T07:20:00Z,2026-05-05T16:30:00Z
112,110,cancelled,48400,24.99,4,33.3621,-111.7295,2026-05-12,,1222,61.16,2026-05-05T07:15:00Z,2026-05-05T16:30:00Z
113,129,confirmed,46700,0,9,35.2565,-78.719,2026-05-06,,1233,40.85,2026-05-05T07:10:00Z,2026-05-05T16:30:00Z
114,148,processing,36750,7.99,2,42.1776,-87.0549,2026-05-07,,1244,44.15,2026-05-05T07:05:00Z,2026-05-05T16:30:00Z
115,167,shipped,29400,14.99,7,40.459,-74.2236,2026-05-08,,1255,59.01,2026-05-05T07:00:00Z,2026-05-05T16:30:00Z
116,186,delivered,10540,24.99,12,33.3543,-84.1196,2026-05-09,2026-05-05,1266,83.03,2026-05-05T06:55:00Z,2026-05-05T16:30:00Z
117,205,pending,39010,0,5,37.8325,-121.9156,2026-05-10,,1277,89.3,2026-05-05T06:50:00Z,2026-05-05T16:30:00Z
118,224,confirmed,26720,7.99,10,39.8506,-104.8246,2026-05-11,,1288,49.01,2026-05-05T06:45:00Z,2026-05-05T16:30:00Z
119,243,processing,49750,14.99,3,33.1706,-97.0219,2026-05-12,,1299,77.69,2026-05-05T06:40:00Z,2026-05-05T16:30:00Z
120,262,cancelled,60000,24.99,8,25.125,-79.5577,2026-05-06,,1310,37.73,2026-05-05T06:35:00Z,2026-05-05T16:30:00Z
121,281,confirmed,18895,0,1,43.0016,-71.3675,2026-05-07,,1321,41.96,2026-05-05T06:30:00Z,2026-05-05T16:30:00Z
122,300,processing,27220,7.99,6,34.3989,-118.1162,2026-05-08,,1332,81.48,2026-05-05T06:25:00Z,2026-05-05T16:30:00Z
123,319,shipped,93450,14.99,11,47.8128,-121.738,2026-05-09,,1343,39.07,2026-05-05T06:20:00Z,2026-05-05T16:30:00Z
124,338,delivered,39940,24.99,4,32.9812,-111.375,2026-05-10,2026-05-05,1354,67,2026-05-05T06:15:00Z,2026-05-05T16:30:00Z
125,357,pending,19548,0,9,35.1826,-78.8927,2026-05-11,,1365,64.89,2026-05-05T06:10:00Z,2026-05-05T16:30:00Z
126,376,confirmed,68250,7.99,2,42.0804,-87.4529,2026-05-12,,1376,70.15,2026-05-05T06:05:00Z,2026-05-05T16:30:00Z
127,395,processing,35140,14.99,7,41.2221,-74.6531,2026-05-06,,1387,78.49,2026-05-05T06:00:00Z,2026-05-05T16:30:00Z
128,414,cancelled,29220,24.99,12,33.895,-84.2193,2026-05-07,,1398,52.26,2026-05-05T05:55:00Z,2026-05-05T16:30:00Z
129,433,confirmed,6760,0,5,36.9004,-121.872,2026-05-08,,1409,82.17,2026-05-05T05:50:00Z,2026-05-05T16:30:00Z
130,452,processing,39540,7.99,10,39.8788,-104.3534,2026-05-09,,1420,90.29,2026-05-05T05:45:00Z,2026-05-05T16:30:00Z
131,471,shipped,30170,14.99,3,33.0402,-96.9384,2026-05-10,,1431,52.25,2026-05-05T05:40:00Z,2026-05-05T16:30:00Z
132,490,delivered,36100,24.99,8,25.9594,-79.6357,2026-05-11,2026-05-05,1442,75.39,2026-05-05T05:35:00Z,2026-05-05T16:30:00Z
133,509,pending,33250,0,,42.593,-70.6847,2026-05-12,,1453,88.53,2026-05-05T05:30:00Z,2026-05-05T16:30:00Z
134,528,confirmed,25580,7.99,6,34.4337,-118.7062,2026-05-06,,1464,90.87,2026-05-05T05:25:00Z,2026-05-05T16:30:00Z
135,547,processing,33500,14.99,11,47.3466,-122.7008,2026-05-07,,1475,35.54,2026-05-05T05:20:00Z,2026-05-05T16:30:00Z
136,566,cancelled,25220,24.99,4,33.7055,-111.8283,2026-05-08,,1486,96.66,2026-05-05T05:15:00Z,2026-05-05T16:30:00Z
137,585,confirmed,78500,0,9,35.6722,-78.7635,2026-05-09,,1497,55.33,2026-05-05T05:10:00Z,2026-05-05T16:30:00Z
138,604,processing,12842,7.99,2,41.7929,-87.4128,2026-05-10,,1508,76.86,2026-05-05T05:05:00Z,2026-05-05T16:30:00Z
139,623,shipped,62460,14.99,7,40.8709,-74.6631,2026-05-11,,1519,45.85,2026-05-05T05:00:00Z,2026-05-05T16:30:00Z
140,642,delivered,37760,24.99,12,33.0929,-84.4852,2026-05-12,2026-05-05,1530,94.28,2026-05-05T04:55:00Z,2026-05-05T16:30:00Z
141,661,pending,34790,0,5,37.6104,-122.0058,2026-05-06,,1541,72.94,2026-05-05T04:50:00Z,2026-05-05T16:30:00Z
142,680,confirmed,67000,7.99,10,39.8147,-104.3667,2026-05-07,,1552,86.96,2026-05-05T04:45:00Z,2026-05-05T16:30:00Z
143,699,processing,24900,14.99,3,32.4644,-97.3756,2026-05-08,,1563,50.87,2026-05-05T04:40:00Z,2026-05-05T16:30:00Z
144,718,cancelled,24600,24.99,8,25.6381,-80.6194,2026-05-09,,1574,87.77,2026-05-05T04:35:00Z,2026-05-05T16:30:00Z
145,737,confirmed,31400,0,1,41.9457,-70.6809,2026-05-10,,1585,81.86,2026-05-05T04:30:00Z,2026-05-05T16:30:00Z
146,756,processing,21210,7.99,6,33.8908,-117.731,2026-05-11,,1596,50.5,2026-05-05T04:25:00Z,2026-05-05T16:30:00Z
147,775,shipped,34010,14.99,11,47.0736,-121.9995,2026-05-12,,1607,60.69,2026-05-05T04:20:00Z,2026-05-05T16:30:00Z
148,794,delivered,10360,24.99,4,33.2513,-112.3258,2026-05-06,2026-05-05,1618,42.72,2026-05-05T04:15:00Z,2026-05-05T16:30:00Z
149,813,pending,7620,0,9,35.9547,-77.9979,2026-05-07,,1629,51.4,2026-05-05T04:10:00Z,2026-05-05T16:30:00Z
150,832,confirmed,46000,7.99,2,41.75,-87.8438,2026-05-08,,1640,90.28,2026-05-05T04:05:00Z,2026-05-05T16:30:00Z
151,851,processing,28900,14.99,7,40.3694,-73.8452,2026-05-09,,1651,45.28,2026-05-05T04:00:00Z,2026-05-05T16:30:00Z
152,870,cancelled,50520,24.99,12,34.0351,-84.3822,2026-05-10,,1662,60.34,2026-05-05T03:55:00Z,2026-05-05T16:30:00Z
153,889,confirmed,27400,0,5,37.6333,-122.2819,2026-05-11,,1673,38.87,2026-05-05T03:50:00Z,2026-05-05T16:30:00Z
154,908,processing,49460,7.99,10,39.8018,-104.4036,2026-05-12,,1684,50.57,2026-05-05T03:45:00Z,2026-05-05T16:30:00Z
155,927,shipped,61700,14.99,3,33.0609,-97.3883,2026-05-06,,1695,67.79,2026-05-05T03:40:00Z,2026-05-05T16:30:00Z
156,946,delivered,98300,24.99,8,25.431,-80.7638,2026-05-07,2026-05-05,1706,60.27,2026-05-05T03:35:00Z,2026-05-05T16:30:00Z
157,965,pending,15970,0,,42.9447,-70.4821,2026-05-08,,1717,40.24,2026-05-05T03:30:00Z,2026-05-05T16:30:00Z
158,984,confirmed,36730,7.99,6,33.9346,-117.805,2026-05-09,,1728,97.9,2026-05-05T03:25:00Z,2026-05-05T16:30:00Z
159,1003,processing,55080,14.99,11,47.4319,-122.3632,2026-05-10,,1739,89.41,2026-05-05T03:20:00Z,2026-05-05T16:30:00Z
160,1022,cancelled,49640,24.99,4,33.7315,-111.913,2026-05-11,,1750,75,2026-05-05T03:15:00Z,2026-05-05T16:30:00Z
161,1041,confirmed,25020,0,9,36.1655,-78.4491,2026-05-12,,1761,57.66,2026-05-05T03:10:00Z,2026-05-05T16:30:00Z
162,1060,processing,12605,7.99,2,41.3951,-87.996,2026-05-06,,1772,57.01,2026-05-05T03:05:00Z,2026-05-05T16:30:00Z
163,1079,shipped,43100,14.99,7,41.2928,-73.6604,2026-05-07,,1783,61.57,2026-05-05T03:00:00Z,2026-05-05T16:30:00Z
164,1098,delivered,49200,24.99,12,33.0801,-83.9934,2026-05-08,2026-05-05,1794,62.52,2026-05-05T02:55:00Z,2026-05-05T16:30:00Z
165,1117,pending,27770,0,5,37.622,-122.2692,2026-05-09,,1805,80.61,2026-05-05T02:50:00Z,2026-05-05T16:30:00Z
166,1136,confirmed,32044,7.99,10,39.9149,-105.208,2026-05-10,,1816,39.46,2026-05-05T02:45:00Z,2026-05-05T16:30:00Z
167,1155,processing,33550,14.99,3,33.2396,-96.8929,2026-05-11,,1827,72.81,2026-05-05T02:40:00Z,2026-05-05T16:30:00Z
168,1174,cancelled,29480,24.99,8,25.556,-80.2165,2026-05-12,,1838,79.94,2026-05-05T02:35:00Z,2026-05-05T16:30:00Z
169,1193,confirmed,80400,0,1,42.5186,-71.6424,2026-05-06,,1849,88.09,2026-05-05T02:30:00Z,2026-05-05T16:30:00Z
170,1212,processing,31700,7.99,6,33.9997,-118.5118,2026-05-07,,1860,49.1,2026-05-05T02:25:00Z,2026-05-05T16:30:00Z
171,1231,shipped,19850,14.99,11,46.9758,-122.6795,2026-05-08,,1871,88.75,2026-05-05T02:20:00Z,2026-05-05T16:30:00Z
172,1250,delivered,48400,24.99,4,33.3332,-112.4523,2026-05-09,2026-05-05,1882,48.08,2026-05-05T02:15:00Z,2026-05-05T16:30:00Z
173,1269,pending,46700,0,9,35.5896,-78.88,2026-05-10,,1893,59.78,2026-05-05T02:10:00Z,2026-05-05T16:30:00Z
174,1288,confirmed,36750,7.99,2,41.4021,-87.4926,2026-05-11,,1904,90.85,2026-05-05T02:05:00Z,2026-05-05T16:30:00Z
175,1307,processing,29400,14.99,7,41.1959,-74.4332,2026-05-12,,1915,94.58,2026-05-05T02:00:00Z,2026-05-05T16:30:00Z
176,1326,cancelled,10540,24.99,12,34.3732,-84.5543,2026-05-06,,1926,90.76,2026-05-05T01:55:00Z,2026-05-05T16:30:00Z
177,1345,confirmed,39010,0,5,37.8486,-122.5418,2026-05-07,,1937,59.63,2026-05-05T01:50:00Z,2026-05-05T16:30:00Z
178,1364,processing,26720,7.99,10,39.8608,-105.6836,2026-05-08,,1948,97.53,2026-05-05T01:45:00Z,2026-05-05T16:30:00Z
179,1383,shipped,49750,14.99,3,32.822,-96.133,2026-05-09,,1959,74.92,2026-05-05T01:40:00Z,2026-05-05T16:30:00Z
180,1402,delivered,60000,24.99,8,25.1149,-80.8205,2026-05-10,2026-05-05,1970,69.82,2026-05-05T01:35:00Z,2026-05-05T16:30:00Z
181,1421,pending,18895,0,,41.8712,-70.5432,2026-05-11,,1981,48.19,2026-05-05T01:30:00Z,2026-05-05T16:30:00Z
182,1440,confirmed,27220,7.99,6,34.6871,-118.7307,2026-05-12,,1992,79.84,2026-05-05T01:25:00Z,2026-05-05T16:30:00Z
183,1459,processing,93450,14.99,11,47.1104,-122.2947,2026-05-06,,2003,95.09,2026-05-05T01:20:00Z,2026-05-05T16:30:00Z
184,1478,cancelled,39940,24.99,4,33.319,-111.4777,2026-05-07,,2014,45.35,2026-05-05T01:15:00Z,2026-05-05T16:30:00Z
185,1497,confirmed,19548,0,9,36.0211,-79.3287,2026-05-08,,2025,47.48,2026-05-05T01:10:00Z,2026-05-05T16:30:00Z
186,1516,processing,68250,7.99,2,42.3576,-88.1674,2026-05-09,,2036,96.21,2026-05-05T01:05:00Z,2026-05-05T16:30:00Z
187,1535,shipped,35140,14.99,7,41.1422,-74.4769,2026-05-10,,2047,52.47,2026-05-05T01:00:00Z,2026-05-05T16:30:00Z
188,1554,delivered,29220,24.99,12,33.1865,-84.0646,2026-05-11,2026-05-05,2058,40.78,2026-05-05T00:55:00Z,2026-05-05T16:30:00Z
189,1573,pending,6760,0,5,37.5632,-122.4774,2026-05-12,,2069,70.93,2026-05-05T00:50:00Z,2026-05-05T16:30:00Z
