influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
19,@product_lifecycle_management_019,Luna Price product analyst,tiktok,223060,4.48,65.3,product lifecycle management,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
20,@engineering_change_orders_020,Henry Scott engineering analyst,twitter,62910,3.67,78.8,engineering change orders,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
21,@component_shortages_021,Ava Chen component analyst,threads,145720,8.51,66.2,component shortages,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
22,@supplier_risk_022,Noah Kim supplier analyst,youtube,146013,8.32,59.4,supplier risk,Miami,Florida,USA,0,2026-04-22T16:30:00Z
23,@contract_manufacturing_023,Mia Wright contract analyst,instagram,161557,4.85,54.4,contract manufacturing,New York,New York,USA,0,2026-04-21T16:30:00Z
24,@field_quality_024,Ethan Garcia field analyst,tiktok,154945,5.57,80.6,field quality,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
25,@warranty_analytics_025,Sophia Foster warranty analyst,twitter,188664,3.84,93.6,warranty analytics,San Jose,California,USA,1,2026-04-19T16:30:00Z
26,@connected_products_026,Liam Carter connected analyst,threads,211163,3.59,64.2,connected products,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
27,@order_promising_027,Olivia Gray order analyst,youtube,231179,4.04,69,order promising,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
28,@service_and_support_operations_028,Lucas Patel service analyst,instagram,193370,6.15,76.2,service and support operations,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
29,@semiconductor_manufacturing_029,Emma Morgan semiconductor analyst,tiktok,185370,8.65,68.6,semiconductor manufacturing,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
30,@fab_operations_030,Mason Singh fab analyst,twitter,44181,8.72,66.8,fab operations,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
31,@wafer_starts_031,Isabella Park wafer analyst,threads,91338,6.16,77.3,wafer starts,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
32,@yield_improvement_032,Logan Reed yield analyst,youtube,170566,2.8,76,yield improvement,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
33,@product_lifecycle_management_033,Amelia Nguyen product analyst,instagram,217294,1.89,75.5,product lifecycle management,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
34,@engineering_change_orders_034,Elijah Morris engineering analyst,tiktok,179677,2.66,70.4,engineering change orders,Miami,Florida,USA,0,2026-04-20T16:30:00Z
35,@component_shortages_035,Harper Rivera component analyst,twitter,117478,6.62,74.3,component shortages,New York,New York,USA,0,2026-04-19T16:30:00Z
36,@supplier_risk_036,James Ramos supplier analyst,threads,80593,7.46,93,supplier risk,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
37,@contract_manufacturing_037,Evelyn Nelson contract analyst,youtube,188027,6.12,77.2,contract manufacturing,San Jose,California,USA,1,2026-04-17T16:30:00Z
38,@field_quality_038,Benjamin Brooks field analyst,instagram,196649,7.12,77.9,field quality,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
39,@warranty_analytics_039,Luna Price warranty analyst,tiktok,20955,6.11,80,warranty analytics,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
40,@connected_products_040,Henry Scott connected analyst,twitter,67403,4.59,68,connected products,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
41,@order_promising_041,Ava Chen order analyst,threads,110233,4.15,62.2,order promising,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
42,@service_and_support_operations_042,Noah Kim service analyst,youtube,184416,8.44,94,service and support operations,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
43,@semiconductor_manufacturing_043,Mia Wright semiconductor analyst,instagram,122728,2.9,68,semiconductor manufacturing,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
44,@fab_operations_044,Ethan Garcia fab analyst,tiktok,180838,2.34,86.7,fab operations,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
45,@wafer_starts_045,Sophia Foster wafer analyst,twitter,74991,6.72,65.8,wafer starts,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
46,@yield_improvement_046,Liam Carter yield analyst,threads,199103,4.33,77.8,yield improvement,Miami,Florida,USA,0,2026-04-18T16:30:00Z
47,@product_lifecycle_management_047,Olivia Gray product analyst,youtube,200552,4.56,74.4,product lifecycle management,New York,New York,USA,0,2026-04-17T16:30:00Z
48,@engineering_change_orders_048,Lucas Patel engineering analyst,instagram,106536,6.23,90.2,engineering change orders,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
49,@component_shortages_049,Emma Morgan component analyst,tiktok,187075,5.64,71.1,component shortages,San Jose,California,USA,1,2026-04-15T16:30:00Z
50,@supplier_risk_050,Mason Singh supplier analyst,twitter,197301,8.2,86,supplier risk,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
51,@contract_manufacturing_051,Isabella Park contract analyst,threads,58750,5.72,75.2,contract manufacturing,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
52,@field_quality_052,Logan Reed field analyst,youtube,150293,5.89,69.8,field quality,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
53,@warranty_analytics_053,Amelia Nguyen warranty analyst,instagram,98410,3.17,81.3,warranty analytics,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
54,@connected_products_054,Elijah Morris connected analyst,tiktok,40799,3.05,69,connected products,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
55,@order_promising_055,Harper Rivera order analyst,twitter,89061,2.84,76,order promising,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
56,@service_and_support_operations_056,James Ramos service analyst,threads,231265,8.34,57.1,service and support operations,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
57,@semiconductor_manufacturing_057,Evelyn Nelson semiconductor analyst,youtube,198762,8.48,65.9,semiconductor manufacturing,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
58,@fab_operations_058,Benjamin Brooks fab analyst,instagram,134767,8.69,79.5,fab operations,Miami,Florida,USA,0,2026-04-16T16:30:00Z
59,@wafer_starts_059,Luna Price wafer analyst,tiktok,62847,6.63,60.9,wafer starts,New York,New York,USA,0,2026-04-15T16:30:00Z
60,@yield_improvement_060,Henry Scott yield analyst,twitter,33489,5.06,76.4,yield improvement,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
61,@product_lifecycle_management_061,Ava Chen product analyst,threads,125440,5.37,90.3,product lifecycle management,San Jose,California,USA,1,2026-04-23T16:30:00Z
62,@engineering_change_orders_062,Noah Kim engineering analyst,youtube,219950,8.55,74.7,engineering change orders,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
63,@component_shortages_063,Mia Wright component analyst,instagram,21948,3.79,54.9,component shortages,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
64,@supplier_risk_064,Ethan Garcia supplier analyst,tiktok,13246,2.03,91.5,supplier risk,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
65,@contract_manufacturing_065,Sophia Foster contract analyst,twitter,77503,2.38,93.7,contract manufacturing,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
66,@field_quality_066,Liam Carter field analyst,threads,31760,4.58,75.7,field quality,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
67,@warranty_analytics_067,Olivia Gray warranty analyst,youtube,128156,2.84,56.2,warranty analytics,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
68,@connected_products_068,Lucas Patel connected analyst,instagram,195566,2.82,54.6,connected products,Denver,Colorado,USA,0,2026-04-16T16:30:00Z
69,@order_promising_069,Emma Morgan order analyst,tiktok,176291,8.64,77.2,order promising,Raleigh,North Carolina,USA,1,2026-04-15T16:30:00Z
70,@service_and_support_operations_070,Mason Singh service analyst,twitter,28892,3.95,93.6,service and support operations,Miami,Florida,USA,0,2026-04-14T16:30:00Z
71,@semiconductor_manufacturing_071,Isabella Park semiconductor analyst,threads,23899,8.88,80.9,semiconductor manufacturing,New York,New York,USA,0,2026-04-23T16:30:00Z
72,@fab_operations_072,Logan Reed fab analyst,youtube,13025,2.43,81.7,fab operations,Los Angeles,California,USA,0,2026-04-22T16:30:00Z
73,@wafer_starts_073,Amelia Nguyen wafer analyst,instagram,115070,4.59,91.6,wafer starts,San Jose,California,USA,1,2026-04-21T16:30:00Z
74,@yield_improvement_074,Elijah Morris yield analyst,tiktok,80709,3.58,74.7,yield improvement,Phoenix,Arizona,USA,0,2026-04-20T16:30:00Z
75,@product_lifecycle_management_075,Harper Rivera product analyst,twitter,211868,7.26,88.4,product lifecycle management,Dallas,Texas,USA,0,2026-04-19T16:30:00Z
76,@engineering_change_orders_076,James Ramos engineering analyst,threads,38902,5.17,69.9,engineering change orders,Chicago,Illinois,USA,0,2026-04-18T16:30:00Z
77,@component_shortages_077,Evelyn Nelson component analyst,youtube,16948,3.83,76.8,component shortages,Boston,Massachusetts,USA,1,2026-04-17T16:30:00Z
78,@supplier_risk_078,Benjamin Brooks supplier analyst,instagram,196426,7.08,84.9,supplier risk,Atlanta,Georgia,USA,0,2026-04-16T16:30:00Z
79,@contract_manufacturing_079,Luna Price contract analyst,tiktok,80995,8.72,93.6,contract manufacturing,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
80,@field_quality_080,Henry Scott field analyst,twitter,48128,6.42,72.6,field quality,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
81,@warranty_analytics_081,Ava Chen warranty analyst,threads,118871,3.47,72.3,warranty analytics,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
82,@connected_products_082,Noah Kim connected analyst,youtube,140321,5.69,84.7,connected products,Miami,Florida,USA,0,2026-04-22T16:30:00Z
83,@order_promising_083,Mia Wright order analyst,instagram,197842,3.09,93.8,order promising,New York,New York,USA,0,2026-04-21T16:30:00Z
84,@service_and_support_operations_084,Ethan Garcia service analyst,tiktok,66067,8.81,75.5,service and support operations,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
85,@semiconductor_manufacturing_085,Sophia Foster semiconductor analyst,twitter,107381,2.46,70.2,semiconductor manufacturing,San Jose,California,USA,1,2026-04-19T16:30:00Z
86,@fab_operations_086,Liam Carter fab analyst,threads,78973,2.13,61.4,fab operations,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
87,@wafer_starts_087,Olivia Gray wafer analyst,youtube,161143,3.12,93.9,wafer starts,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
88,@yield_improvement_088,Lucas Patel yield analyst,instagram,136942,3.75,59.8,yield improvement,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
89,@product_lifecycle_management_089,Emma Morgan product analyst,tiktok,193965,5.59,69.8,product lifecycle management,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
90,@engineering_change_orders_090,Mason Singh engineering analyst,twitter,144703,4.93,76,engineering change orders,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
91,@component_shortages_091,Isabella Park component analyst,threads,14992,5.52,68.8,component shortages,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
92,@supplier_risk_092,Logan Reed supplier analyst,youtube,198465,5.18,79.3,supplier risk,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
93,@contract_manufacturing_093,Amelia Nguyen contract analyst,instagram,62521,7.97,64.6,contract manufacturing,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
94,@field_quality_094,Elijah Morris field analyst,tiktok,114788,7.94,74.3,field quality,Miami,Florida,USA,0,2026-04-20T16:30:00Z
95,@warranty_analytics_095,Harper Rivera warranty analyst,twitter,157669,6.76,79,warranty analytics,New York,New York,USA,0,2026-04-19T16:30:00Z
96,@connected_products_096,James Ramos connected analyst,threads,126271,7.04,91.2,connected products,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
97,@order_promising_097,Evelyn Nelson order analyst,youtube,118788,3.32,76,order promising,San Jose,California,USA,1,2026-04-17T16:30:00Z
98,@service_and_support_operations_098,Benjamin Brooks service analyst,instagram,75182,5.57,90.4,service and support operations,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
99,@semiconductor_manufacturing_099,Luna Price semiconductor analyst,tiktok,230966,3.57,76.4,semiconductor manufacturing,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
100,@fab_operations_100,Henry Scott fab analyst,twitter,185156,8.14,65.6,fab operations,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
101,@wafer_starts_101,Ava Chen wafer analyst,threads,202304,5.27,75.8,wafer starts,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
102,@yield_improvement_102,Noah Kim yield analyst,youtube,149170,1.87,73.7,yield improvement,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
103,@product_lifecycle_management_103,Mia Wright product analyst,instagram,140392,8.31,89.7,product lifecycle management,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
104,@engineering_change_orders_104,Ethan Garcia engineering analyst,tiktok,35363,3.97,82,engineering change orders,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
105,@component_shortages_105,Sophia Foster component analyst,twitter,103890,5.3,71,component shortages,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
106,@supplier_risk_106,Liam Carter supplier analyst,threads,97682,4.57,87.3,supplier risk,Miami,Florida,USA,0,2026-04-18T16:30:00Z
107,@contract_manufacturing_107,Olivia Gray contract analyst,youtube,146266,2.02,91.6,contract manufacturing,New York,New York,USA,0,2026-04-17T16:30:00Z
108,@field_quality_108,Lucas Patel field analyst,instagram,112437,7.26,83.5,field quality,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
109,@warranty_analytics_109,Emma Morgan warranty analyst,tiktok,219930,5.59,65.1,warranty analytics,San Jose,California,USA,1,2026-04-15T16:30:00Z
110,@connected_products_110,Mason Singh connected analyst,twitter,121155,6.85,89.2,connected products,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
111,@order_promising_111,Isabella Park order analyst,threads,174345,3.43,79.1,order promising,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
112,@service_and_support_operations_112,Logan Reed service analyst,youtube,176753,4.91,95.1,service and support operations,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
113,@semiconductor_manufacturing_113,Amelia Nguyen semiconductor analyst,instagram,120084,2.38,86.6,semiconductor manufacturing,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
114,@fab_operations_114,Elijah Morris fab analyst,tiktok,114849,4.31,56.5,fab operations,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
115,@wafer_starts_115,Harper Rivera wafer analyst,twitter,29509,3.8,81.2,wafer starts,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
116,@yield_improvement_116,James Ramos yield analyst,threads,30848,7.55,81.6,yield improvement,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
117,@product_lifecycle_management_117,Evelyn Nelson product analyst,youtube,212936,4.67,89.9,product lifecycle management,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
118,@engineering_change_orders_118,Benjamin Brooks engineering analyst,instagram,46859,6.01,92.1,engineering change orders,Miami,Florida,USA,0,2026-04-16T16:30:00Z
119,@component_shortages_119,Luna Price component analyst,tiktok,95117,8.99,70.7,component shortages,New York,New York,USA,0,2026-04-15T16:30:00Z
120,@supplier_risk_120,Henry Scott supplier analyst,twitter,88339,5.23,68.4,supplier risk,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
121,@contract_manufacturing_121,Ava Chen contract analyst,threads,43035,7.54,85.7,contract manufacturing,San Jose,California,USA,1,2026-04-23T16:30:00Z
122,@field_quality_122,Noah Kim field analyst,youtube,142022,7.76,89.1,field quality,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
123,@warranty_analytics_123,Mia Wright warranty analyst,instagram,13995,6,90.7,warranty analytics,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
124,@connected_products_124,Ethan Garcia connected analyst,tiktok,131982,8.24,58,connected products,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
125,@order_promising_125,Sophia Foster order analyst,twitter,19654,5.69,93.4,order promising,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
126,@service_and_support_operations_126,Liam Carter service analyst,threads,160373,2.88,84,service and support operations,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
127,@semiconductor_manufacturing_127,Olivia Gray semiconductor analyst,youtube,86606,6.01,90.3,semiconductor manufacturing,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
128,@fab_operations_128,Lucas Patel fab analyst,instagram,53454,8.19,69.4,fab operations,Denver,Colorado,USA,0,2026-04-16T16:30:00Z
129,@wafer_starts_129,Emma Morgan wafer analyst,tiktok,162862,8.7,63.4,wafer starts,Raleigh,North Carolina,USA,1,2026-04-15T16:30:00Z
130,@yield_improvement_130,Mason Singh yield analyst,twitter,200866,2.64,87.3,yield improvement,Miami,Florida,USA,0,2026-04-14T16:30:00Z
131,@product_lifecycle_management_131,Isabella Park product analyst,threads,139012,6.55,65.5,product lifecycle management,New York,New York,USA,0,2026-04-23T16:30:00Z
132,@engineering_change_orders_132,Logan Reed engineering analyst,youtube,168985,4.46,62.8,engineering change orders,Los Angeles,California,USA,0,2026-04-22T16:30:00Z
133,@component_shortages_133,Amelia Nguyen component analyst,instagram,202834,5.8,59.1,component shortages,San Jose,California,USA,1,2026-04-21T16:30:00Z
134,@supplier_risk_134,Elijah Morris supplier analyst,tiktok,161245,8.29,54.8,supplier risk,Phoenix,Arizona,USA,0,2026-04-20T16:30:00Z
135,@contract_manufacturing_135,Harper Rivera contract analyst,twitter,26838,8.25,68.2,contract manufacturing,Dallas,Texas,USA,0,2026-04-19T16:30:00Z
136,@field_quality_136,James Ramos field analyst,threads,54483,3,87.1,field quality,Chicago,Illinois,USA,0,2026-04-18T16:30:00Z
137,@warranty_analytics_137,Evelyn Nelson warranty analyst,youtube,141991,8.55,72.3,warranty analytics,Boston,Massachusetts,USA,1,2026-04-17T16:30:00Z
138,@connected_products_138,Benjamin Brooks connected analyst,instagram,226772,4.99,72.5,connected products,Atlanta,Georgia,USA,0,2026-04-16T16:30:00Z
139,@order_promising_139,Luna Price order analyst,tiktok,143133,2.87,72.5,order promising,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
140,@service_and_support_operations_140,Henry Scott service analyst,twitter,28118,3.2,93.2,service and support operations,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
141,@semiconductor_manufacturing_141,Ava Chen semiconductor analyst,threads,17771,2.16,68.1,semiconductor manufacturing,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
142,@fab_operations_142,Noah Kim fab analyst,youtube,209974,3.64,74.6,fab operations,Miami,Florida,USA,0,2026-04-22T16:30:00Z
143,@wafer_starts_143,Mia Wright wafer analyst,instagram,147913,8.34,90.3,wafer starts,New York,New York,USA,0,2026-04-21T16:30:00Z
144,@yield_improvement_144,Ethan Garcia yield analyst,tiktok,109504,7.78,84.5,yield improvement,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
145,@product_lifecycle_management_145,Sophia Foster product analyst,twitter,177542,6.02,59.7,product lifecycle management,San Jose,California,USA,1,2026-04-19T16:30:00Z
146,@engineering_change_orders_146,Liam Carter engineering analyst,threads,146755,4.95,62.4,engineering change orders,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
147,@component_shortages_147,Olivia Gray component analyst,youtube,60722,2.85,83.9,component shortages,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
148,@supplier_risk_148,Lucas Patel supplier analyst,instagram,34317,5.44,92.2,supplier risk,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
149,@contract_manufacturing_149,Emma Morgan contract analyst,tiktok,83413,2.99,66.7,contract manufacturing,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
150,@field_quality_150,Mason Singh field analyst,twitter,92442,7.57,65.7,field quality,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
151,@warranty_analytics_151,Isabella Park warranty analyst,threads,157501,3.91,94.8,warranty analytics,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
152,@connected_products_152,Logan Reed connected analyst,youtube,50251,4.46,95.4,connected products,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
153,@order_promising_153,Amelia Nguyen order analyst,instagram,160295,3.28,81.4,order promising,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
154,@service_and_support_operations_154,Elijah Morris service analyst,tiktok,130398,3.75,80.8,service and support operations,Miami,Florida,USA,0,2026-04-20T16:30:00Z
155,@semiconductor_manufacturing_155,Harper Rivera semiconductor analyst,twitter,65529,4.43,90.7,semiconductor manufacturing,New York,New York,USA,0,2026-04-19T16:30:00Z
156,@fab_operations_156,James Ramos fab analyst,threads,24868,5.95,79,fab operations,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
157,@wafer_starts_157,Evelyn Nelson wafer analyst,youtube,171430,8.83,64,wafer starts,San Jose,California,USA,1,2026-04-17T16:30:00Z
158,@yield_improvement_158,Benjamin Brooks yield analyst,instagram,104475,4.82,78.8,yield improvement,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
159,@product_lifecycle_management_159,Luna Price product analyst,tiktok,230555,3.41,78.2,product lifecycle management,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
160,@engineering_change_orders_160,Henry Scott engineering analyst,twitter,201900,2.19,84.8,engineering change orders,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
161,@component_shortages_161,Ava Chen component analyst,threads,193444,3.12,87.6,component shortages,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
162,@supplier_risk_162,Noah Kim supplier analyst,youtube,191229,6.21,84,supplier risk,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
163,@contract_manufacturing_163,Mia Wright contract analyst,instagram,158526,7.91,70.5,contract manufacturing,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
164,@field_quality_164,Ethan Garcia field analyst,tiktok,68558,2.08,60.2,field quality,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
165,@warranty_analytics_165,Sophia Foster warranty analyst,twitter,109593,6.13,75,warranty analytics,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
166,@connected_products_166,Liam Carter connected analyst,threads,118410,7.73,66,connected products,Miami,Florida,USA,0,2026-04-18T16:30:00Z
167,@order_promising_167,Olivia Gray order analyst,youtube,119215,6.72,82.5,order promising,New York,New York,USA,0,2026-04-17T16:30:00Z
168,@service_and_support_operations_168,Lucas Patel service analyst,instagram,213527,5.04,85.9,service and support operations,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
169,@semiconductor_manufacturing_169,Emma Morgan semiconductor analyst,tiktok,12739,2.2,71.2,semiconductor manufacturing,San Jose,California,USA,1,2026-04-15T16:30:00Z
170,@fab_operations_170,Mason Singh fab analyst,twitter,207240,6.5,56.2,fab operations,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
171,@wafer_starts_171,Isabella Park wafer analyst,threads,38705,1.95,70.4,wafer starts,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
172,@yield_improvement_172,Logan Reed yield analyst,youtube,221997,2.52,75.3,yield improvement,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
173,@product_lifecycle_management_173,Amelia Nguyen product analyst,instagram,212649,4.52,73.5,product lifecycle management,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
174,@engineering_change_orders_174,Elijah Morris engineering analyst,tiktok,152864,8.85,79.9,engineering change orders,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
175,@component_shortages_175,Harper Rivera component analyst,twitter,94784,2.16,91.9,component shortages,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
176,@supplier_risk_176,James Ramos supplier analyst,threads,196154,5.17,95,supplier risk,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
177,@contract_manufacturing_177,Evelyn Nelson contract analyst,youtube,98135,6.76,79.3,contract manufacturing,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
178,@field_quality_178,Benjamin Brooks field analyst,instagram,23446,7.5,55.4,field quality,Miami,Florida,USA,0,2026-04-16T16:30:00Z
179,@warranty_analytics_179,Luna Price warranty analyst,tiktok,13209,5.2,91.5,warranty analytics,New York,New York,USA,0,2026-04-15T16:30:00Z
180,@connected_products_180,Henry Scott connected analyst,twitter,64281,4.06,80.8,connected products,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
181,@order_promising_181,Ava Chen order analyst,threads,166540,7.95,94.2,order promising,San Jose,California,USA,1,2026-04-23T16:30:00Z
182,@service_and_support_operations_182,Noah Kim service analyst,youtube,93489,7.53,58.9,service and support operations,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
183,@semiconductor_manufacturing_183,Mia Wright semiconductor analyst,instagram,26429,6.02,68.5,semiconductor manufacturing,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
