product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
15,3,HT-00015,Supplier Shortage Radar,Supplier Shortage Radar for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Supplier Risk,6200,1310,0.001,1,2026-04-03,"supply-chain-resilience,supplier-risk,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
16,4,HT-00016,Component Allocation Optimizer,Component Allocation Optimizer for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Component Shortages,7350,2150,0.001,1,2026-04-02,"supply-chain-resilience,component-shortages,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
17,5,HT-00017,Rugged Sensor Replacement Kit,Rugged Sensor Replacement Kit for connected products workflows across High Tech operations.,Connected Products,Field Service,180,42,0.31,1,2026-04-01,"connected-products,field-service,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
18,6,HT-00018,Warranty Escape Detector,Warranty Escape Detector for quality & warranty workflows across High Tech operations.,Quality & Warranty,Warranty Analytics,2950,710,0.001,1,2026-03-31,"quality-warranty,warranty-analytics,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
19,7,HT-00019,Connected Product Quality Monitor,Connected Product Quality Monitor for quality & warranty workflows across High Tech operations.,Quality & Warranty,Field Quality,4100,980,0.001,1,2026-03-30,"quality-warranty,field-quality,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
20,8,HT-00020,Optical Module Test Kit,Optical Module Test Kit for electronics manufacturing workflows across High Tech operations.,Electronics Manufacturing,Optical Components,690,210,0.7,1,2026-03-29,"electronics-manufacturing,optical-components,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
21,9,HT-00021,Supply Chain Control Tower Seat,Supply Chain Control Tower Seat for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Channel Inventory,540,100,0.001,1,2026-03-28,"supply-chain-resilience,channel-inventory,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
22,10,HT-00022,Contract Manufacturing Capacity Pack,Contract Manufacturing Capacity Pack for contract manufacturing workflows across High Tech operations.,Contract Manufacturing,Capacity Planning,8800,2400,0.001,1,2026-03-27,"contract-manufacturing,capacity-planning,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
23,11,HT-00023,Order Promising Risk Service,Order Promising Risk Service for customer commitments workflows across High Tech operations.,Customer Commitments,Order Promising,3600,820,0.001,1,2026-03-26,"customer-commitments,order-promising,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
24,12,HT-00024,Customer Commitment Console,Customer Commitment Console for customer commitments workflows across High Tech operations.,Customer Commitments,Allocation Management,4900,1220,0.001,1,2026-03-25,"customer-commitments,allocation-management,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
25,1,HT-00025,Field Quality Case Bundle,Field Quality Case Bundle for quality & warranty workflows across High Tech operations.,Quality & Warranty,Field Quality,1250,300,0.001,1,2026-04-17,"quality-warranty,field-quality,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
26,2,HT-00026,Connected Product Support Entitlement,Connected Product Support Entitlement for service operations workflows across High Tech operations.,Service Operations,Support Operations,760,150,0.001,1,2026-04-16,"service-operations,support-operations,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
27,3,HT-00027,Fab Queue Digital Twin,Fab Queue Digital Twin for fab operations workflows across High Tech operations.,Fab Operations,Capacity Simulation,14800,5100,0.001,1,2026-04-15,"fab-operations,capacity-simulation,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
28,4,HT-00028,Lithography Throughput Analyzer,Lithography Throughput Analyzer for fab operations workflows across High Tech operations.,Fab Operations,Lithography,17400,6400,0.001,1,2026-04-14,"fab-operations,lithography,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
29,5,HT-00029,Assembly Line Traceability Tag,Assembly Line Traceability Tag for electronics manufacturing workflows across High Tech operations.,Electronics Manufacturing,Traceability,48,9,0.05,1,2026-04-13,"electronics-manufacturing,traceability,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
30,6,HT-00030,Contract Manufacturer Scorecard,Contract Manufacturer Scorecard for contract manufacturing workflows across High Tech operations.,Contract Manufacturing,Partner Performance,2400,560,0.001,1,2026-04-12,"contract-manufacturing,partner-performance,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
31,7,HT-00031,Channel Inventory Signal Pack,Channel Inventory Signal Pack for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Channel Inventory,1900,420,0.001,1,2026-04-11,"supply-chain-resilience,channel-inventory,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
32,8,HT-00032,Demand Volatility Forecast Pack,Demand Volatility Forecast Pack for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Demand Volatility,3350,790,0.001,1,2026-04-10,"supply-chain-resilience,demand-volatility,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
33,9,HT-00033,Silicon Lot Genealogy Viewer,Silicon Lot Genealogy Viewer for semiconductor manufacturing workflows across High Tech operations.,Semiconductor Manufacturing,Lot Genealogy,7850,2200,0.001,1,2026-04-09,"semiconductor-manufacturing,lot-genealogy,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
34,10,HT-00034,Wafer Probe Exception Detector,Wafer Probe Exception Detector for semiconductor manufacturing workflows across High Tech operations.,Semiconductor Manufacturing,Probe Analytics,9400,3100,0.001,1,2026-04-08,"semiconductor-manufacturing,probe-analytics,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
35,11,HT-00035,Firmware Release Governance Pack,Firmware Release Governance Pack for product lifecycle management workflows across High Tech operations.,Product Lifecycle Management,Release Governance,2100,510,0.001,1,2026-04-07,"product-lifecycle-management,release-governance,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
36,12,HT-00036,ECO Impact Simulation Service,ECO Impact Simulation Service for product lifecycle management workflows across High Tech operations.,Product Lifecycle Management,Change Impact,4500,990,0.001,1,2026-04-06,"product-lifecycle-management,change-impact,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
37,1,HT-00037,Supplier Qualification Evidence Vault,Supplier Qualification Evidence Vault for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Supplier Qualification,2600,610,0.001,1,2026-04-05,"supply-chain-resilience,supplier-qualification,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
38,2,HT-00038,Critical Component Reservation API,Critical Component Reservation API for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Component Allocation,3100,760,0.001,1,2026-04-04,"supply-chain-resilience,component-allocation,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
39,3,HT-00039,Customer Commit Date Guardrail,Customer Commit Date Guardrail for customer commitments workflows across High Tech operations.,Customer Commitments,Commit Risk,2300,540,0.001,1,2026-04-03,"customer-commitments,commit-risk,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
40,4,HT-00040,Service Escalation Triage Pack,Service Escalation Triage Pack for service operations workflows across High Tech operations.,Service Operations,Support Triage,970,210,0.001,1,2026-04-02,"service-operations,support-triage,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
41,5,HT-00041,Warranty Analytics Data Mart,Warranty Analytics Data Mart for quality & warranty workflows across High Tech operations.,Quality & Warranty,Warranty Analytics,6200,1380,0.001,1,2026-04-01,"quality-warranty,warranty-analytics,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
42,6,HT-00042,Connected Device Health Twin,Connected Device Health Twin for connected products workflows across High Tech operations.,Connected Products,Device Health,3900,900,0.001,1,2026-03-31,"connected-products,device-health,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
43,7,HT-00043,Factory Line Quality Camera,Factory Line Quality Camera for electronics manufacturing workflows across High Tech operations.,Electronics Manufacturing,Vision Inspection,1280,420,0.8,1,2026-03-30,"electronics-manufacturing,vision-inspection,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
44,8,HT-00044,Contract Build Plan Optimizer,Contract Build Plan Optimizer for contract manufacturing workflows across High Tech operations.,Contract Manufacturing,Build Planning,5250,1180,0.001,1,2026-03-29,"contract-manufacturing,build-planning,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
45,9,HT-00045,NPI Supplier Readiness Kit,NPI Supplier Readiness Kit for new product introduction workflows across High Tech operations.,New Product Introduction,Supplier Readiness,4300,970,0.001,1,2026-03-28,"new-product-introduction,supplier-readiness,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
46,10,HT-00046,Fab Operations Runbook Seat,Fab Operations Runbook Seat for fab operations workflows across High Tech operations.,Fab Operations,Runbook Automation,880,190,0.001,1,2026-03-27,"fab-operations,runbook-automation,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
47,11,HT-00047,Yield Excursion Response Pack,Yield Excursion Response Pack for semiconductor manufacturing workflows across High Tech operations.,Semiconductor Manufacturing,Yield Excursion,11200,4200,0.001,1,2026-03-26,"semiconductor-manufacturing,yield-excursion,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
48,12,HT-00048,PLM Compliance Evidence Pack,PLM Compliance Evidence Pack for product lifecycle management workflows across High Tech operations.,Product Lifecycle Management,Compliance Evidence,3700,820,0.001,1,2026-03-25,"product-lifecycle-management,compliance-evidence,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
49,1,HT-00049,Customer Promise Allocation API,Customer Promise Allocation API for customer commitments workflows across High Tech operations.,Customer Commitments,Allocation API,2950,640,0.001,1,2026-04-17,"customer-commitments,allocation-api,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
50,2,HT-00050,Component Shortage Scenario Lab,Component Shortage Scenario Lab for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Scenario Planning,5150,1250,0.001,1,2026-04-16,"supply-chain-resilience,scenario-planning,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
51,3,HT-00051,Support Knowledge Graph Seat,Support Knowledge Graph Seat for service operations workflows across High Tech operations.,Service Operations,Knowledge Graph,1320,270,0.001,1,2026-04-15,"service-operations,knowledge-graph,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
52,4,HT-00052,Field Failure Pattern Detector,Field Failure Pattern Detector for quality & warranty workflows across High Tech operations.,Quality & Warranty,Failure Analysis,4750,1090,0.001,1,2026-04-14,"quality-warranty,failure-analysis,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
53,5,HT-00053,Connected Product Telemetry Hub,Connected Product Telemetry Hub for connected products workflows across High Tech operations.,Connected Products,Telemetry Hub,7100,1680,0.001,1,2026-04-13,"connected-products,telemetry-hub,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
54,6,HT-00054,Assembly Yield Correlator,Assembly Yield Correlator for electronics manufacturing workflows across High Tech operations.,Electronics Manufacturing,Assembly Analytics,8600,2750,0.001,1,2026-04-12,"electronics-manufacturing,assembly-analytics,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
55,7,HT-00055,Supplier Risk Heatmap Service,Supplier Risk Heatmap Service for supply chain resilience workflows across High Tech operations.,Supply Chain Resilience,Risk Heatmap,2600,590,0.001,1,2026-04-11,"supply-chain-resilience,risk-heatmap,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
56,8,HT-00056,Order Promising Capacity Twin,Order Promising Capacity Twin for customer commitments workflows across High Tech operations.,Customer Commitments,Capacity Twin,6800,1840,0.001,1,2026-04-10,"customer-commitments,capacity-twin,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
57,9,HT-00057,Contract Manufacturing Audit Pack,Contract Manufacturing Audit Pack for contract manufacturing workflows across High Tech operations.,Contract Manufacturing,Audit Evidence,3400,770,0.001,1,2026-04-09,"contract-manufacturing,audit-evidence,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
58,10,HT-00058,Design Handoff Readiness Gate,Design Handoff Readiness Gate for new product introduction workflows across High Tech operations.,New Product Introduction,Design Handoff,3900,820,0.001,1,2026-04-08,"new-product-introduction,design-handoff,high-tech,npi",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
59,11,HT-00059,Wafer Starts Commit Planner,Wafer Starts Commit Planner for semiconductor manufacturing workflows across High Tech operations.,Semiconductor Manufacturing,Wafer Starts,9300,3100,0.001,1,2026-04-07,"semiconductor-manufacturing,wafer-starts,high-tech,supplier-risk",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
60,12,HT-00060,Customer Support Operations Board,Customer Support Operations Board for service operations workflows across High Tech operations.,Service Operations,Support Operations,2200,460,0.001,1,2026-04-06,"service-operations,support-operations,high-tech,customer-commitments",2026-04-30T16:30:00Z,2026-05-05T16:30:00Z
