mention_id,post_id,product_id,confidence_score,mention_type,created_at
190,190,22,0.87,inferred,2026-05-05T16:30:00Z
191,191,2,0.83,direct,2026-05-05T16:30:00Z
192,192,37,0.97,semantic,2026-05-05T16:30:00Z
193,193,14,0.97,hashtag,2026-05-05T16:30:00Z
194,194,53,0.9,visual,2026-05-05T16:30:00Z
195,195,28,0.8,inferred,2026-05-05T16:30:00Z
196,196,6,0.94,direct,2026-05-05T16:30:00Z
197,197,43,0.96,semantic,2026-05-05T16:30:00Z
198,198,19,0.82,hashtag,2026-05-05T16:30:00Z
199,199,60,0.94,visual,2026-05-05T16:30:00Z
200,200,34,0.97,inferred,2026-05-05T16:30:00Z
201,201,11,0.82,direct,2026-05-05T16:30:00Z
202,202,50,0.8,semantic,2026-05-05T16:30:00Z
203,203,25,0.85,hashtag,2026-05-05T16:30:00Z
204,204,3,0.82,visual,2026-05-05T16:30:00Z
205,205,40,0.98,inferred,2026-05-05T16:30:00Z
206,206,16,0.85,direct,2026-05-05T16:30:00Z
207,207,56,0.83,semantic,2026-05-05T16:30:00Z
208,208,30,0.82,hashtag,2026-05-05T16:30:00Z
209,209,8,0.95,visual,2026-05-05T16:30:00Z
210,210,46,0.86,inferred,2026-05-05T16:30:00Z
211,211,21,0.79,direct,2026-05-05T16:30:00Z
212,212,1,0.83,semantic,2026-05-05T16:30:00Z
213,213,36,0.82,hashtag,2026-05-05T16:30:00Z
214,214,13,0.87,visual,2026-05-05T16:30:00Z
215,215,52,0.86,inferred,2026-05-05T16:30:00Z
216,216,27,0.9,direct,2026-05-05T16:30:00Z
217,217,5,0.98,semantic,2026-05-05T16:30:00Z
218,218,42,0.91,hashtag,2026-05-05T16:30:00Z
219,219,18,0.8,visual,2026-05-05T16:30:00Z
220,220,58,0.91,inferred,2026-05-05T16:30:00Z
221,221,32,0.93,direct,2026-05-05T16:30:00Z
222,222,10,0.96,semantic,2026-05-05T16:30:00Z
223,223,48,0.84,hashtag,2026-05-05T16:30:00Z
224,224,23,0.85,visual,2026-05-05T16:30:00Z
225,225,3,0.94,inferred,2026-05-05T16:30:00Z
226,226,38,0.83,direct,2026-05-05T16:30:00Z
227,227,15,0.91,semantic,2026-05-05T16:30:00Z
228,228,54,0.83,hashtag,2026-05-05T16:30:00Z
229,229,29,0.81,visual,2026-05-05T16:30:00Z
230,230,7,0.92,inferred,2026-05-05T16:30:00Z
231,231,44,0.88,direct,2026-05-05T16:30:00Z
232,232,20,0.91,semantic,2026-05-05T16:30:00Z
233,233,1,0.95,hashtag,2026-05-05T16:30:00Z
234,234,35,0.89,visual,2026-05-05T16:30:00Z
235,235,12,0.77,inferred,2026-05-05T16:30:00Z
236,236,50,0.86,direct,2026-05-05T16:30:00Z
237,237,25,0.89,semantic,2026-05-05T16:30:00Z
238,238,4,0.94,hashtag,2026-05-05T16:30:00Z
239,239,41,0.8,visual,2026-05-05T16:30:00Z
240,240,17,0.96,inferred,2026-05-05T16:30:00Z
241,241,57,0.84,direct,2026-05-05T16:30:00Z
242,242,31,0.85,semantic,2026-05-05T16:30:00Z
243,243,9,0.95,hashtag,2026-05-05T16:30:00Z
244,244,47,0.97,visual,2026-05-05T16:30:00Z
245,245,22,0.8,inferred,2026-05-05T16:30:00Z
246,246,2,0.97,direct,2026-05-05T16:30:00Z
247,247,37,0.89,semantic,2026-05-05T16:30:00Z
248,248,13,0.88,hashtag,2026-05-05T16:30:00Z
249,249,53,0.8,visual,2026-05-05T16:30:00Z
250,250,28,0.94,inferred,2026-05-05T16:30:00Z
251,251,6,0.91,direct,2026-05-05T16:30:00Z
252,252,43,0.77,semantic,2026-05-05T16:30:00Z
253,253,19,0.95,hashtag,2026-05-05T16:30:00Z
254,254,59,0.84,visual,2026-05-05T16:30:00Z
255,255,33,0.79,inferred,2026-05-05T16:30:00Z
256,256,10,0.83,direct,2026-05-05T16:30:00Z
257,257,49,0.76,semantic,2026-05-05T16:30:00Z
258,258,24,0.88,hashtag,2026-05-05T16:30:00Z
259,259,3,0.9,visual,2026-05-05T16:30:00Z
260,260,39,0.78,inferred,2026-05-05T16:30:00Z
261,261,15,0.88,direct,2026-05-05T16:30:00Z
262,262,55,0.96,semantic,2026-05-05T16:30:00Z
263,263,30,0.86,hashtag,2026-05-05T16:30:00Z
264,264,7,0.94,visual,2026-05-05T16:30:00Z
265,265,45,0.87,inferred,2026-05-05T16:30:00Z
266,266,21,0.81,direct,2026-05-05T16:30:00Z
267,267,1,0.98,semantic,2026-05-05T16:30:00Z
268,268,35,0.94,hashtag,2026-05-05T16:30:00Z
269,269,12,0.81,visual,2026-05-05T16:30:00Z
270,270,51,0.82,inferred,2026-05-05T16:30:00Z
271,271,26,0.77,direct,2026-05-05T16:30:00Z
272,272,5,0.84,semantic,2026-05-05T16:30:00Z
273,273,41,0.88,hashtag,2026-05-05T16:30:00Z
274,274,17,0.83,visual,2026-05-05T16:30:00Z
275,275,58,0.94,inferred,2026-05-05T16:30:00Z
276,276,32,0.97,direct,2026-05-05T16:30:00Z
277,277,9,0.85,semantic,2026-05-05T16:30:00Z
278,278,48,0.8,hashtag,2026-05-05T16:30:00Z
279,279,23,0.83,visual,2026-05-05T16:30:00Z
280,280,2,0.77,inferred,2026-05-05T16:30:00Z
281,281,38,0.78,direct,2026-05-05T16:30:00Z
282,282,14,0.84,semantic,2026-05-05T16:30:00Z
283,283,54,0.79,hashtag,2026-05-05T16:30:00Z
284,284,28,0.93,visual,2026-05-05T16:30:00Z
285,285,6,0.81,inferred,2026-05-05T16:30:00Z
286,286,44,0.97,direct,2026-05-05T16:30:00Z
287,287,19,0.91,semantic,2026-05-05T16:30:00Z
288,288,60,0.83,hashtag,2026-05-05T16:30:00Z
289,289,34,0.91,visual,2026-05-05T16:30:00Z
290,290,11,0.87,inferred,2026-05-05T16:30:00Z
291,291,50,0.96,direct,2026-05-05T16:30:00Z
292,292,25,0.98,semantic,2026-05-05T16:30:00Z
293,293,4,0.89,hashtag,2026-05-05T16:30:00Z
294,294,40,0.88,visual,2026-05-05T16:30:00Z
295,295,16,0.91,inferred,2026-05-05T16:30:00Z
296,296,56,0.78,direct,2026-05-05T16:30:00Z
297,297,31,0.82,semantic,2026-05-05T16:30:00Z
298,298,8,0.82,hashtag,2026-05-05T16:30:00Z
299,299,46,0.97,visual,2026-05-05T16:30:00Z
300,300,21,0.8,inferred,2026-05-05T16:30:00Z
301,301,1,0.93,direct,2026-05-05T16:30:00Z
302,302,36,0.79,semantic,2026-05-05T16:30:00Z
303,303,13,0.95,hashtag,2026-05-05T16:30:00Z
304,304,52,0.8,visual,2026-05-05T16:30:00Z
305,305,27,0.81,inferred,2026-05-05T16:30:00Z
306,306,5,0.93,direct,2026-05-05T16:30:00Z
307,307,42,0.89,semantic,2026-05-05T16:30:00Z
308,308,18,0.85,hashtag,2026-05-05T16:30:00Z
309,309,59,0.81,visual,2026-05-05T16:30:00Z
310,310,33,0.81,inferred,2026-05-05T16:30:00Z
311,311,10,0.88,direct,2026-05-05T16:30:00Z
312,312,48,0.84,semantic,2026-05-05T16:30:00Z
313,313,24,0.78,hashtag,2026-05-05T16:30:00Z
314,314,3,0.83,visual,2026-05-05T16:30:00Z
315,315,39,0.8,inferred,2026-05-05T16:30:00Z
316,316,15,0.87,direct,2026-05-05T16:30:00Z
317,317,55,0.93,semantic,2026-05-05T16:30:00Z
318,318,29,0.93,hashtag,2026-05-05T16:30:00Z
319,319,7,0.96,visual,2026-05-05T16:30:00Z
320,320,45,0.77,inferred,2026-05-05T16:30:00Z
321,321,20,0.91,direct,2026-05-05T16:30:00Z
322,322,1,0.91,semantic,2026-05-05T16:30:00Z
323,323,35,0.82,hashtag,2026-05-05T16:30:00Z
324,324,12,0.95,visual,2026-05-05T16:30:00Z
325,325,51,0.9,inferred,2026-05-05T16:30:00Z
326,326,26,0.87,direct,2026-05-05T16:30:00Z
327,327,4,0.92,semantic,2026-05-05T16:30:00Z
328,328,41,0.84,hashtag,2026-05-05T16:30:00Z
329,329,17,0.93,visual,2026-05-05T16:30:00Z
330,330,57,0.83,inferred,2026-05-05T16:30:00Z
331,331,31,0.79,direct,2026-05-05T16:30:00Z
332,332,9,0.86,semantic,2026-05-05T16:30:00Z
333,333,47,0.97,hashtag,2026-05-05T16:30:00Z
334,334,22,0.95,visual,2026-05-05T16:30:00Z
335,335,2,0.87,inferred,2026-05-05T16:30:00Z
336,336,37,0.95,direct,2026-05-05T16:30:00Z
337,337,14,0.97,semantic,2026-05-05T16:30:00Z
338,338,53,0.78,hashtag,2026-05-05T16:30:00Z
339,339,28,0.86,visual,2026-05-05T16:30:00Z
340,340,6,0.91,inferred,2026-05-05T16:30:00Z
341,341,43,0.92,direct,2026-05-05T16:30:00Z
342,342,19,0.8,semantic,2026-05-05T16:30:00Z
343,343,59,0.96,hashtag,2026-05-05T16:30:00Z
344,344,34,0.78,visual,2026-05-05T16:30:00Z
345,345,11,0.9,inferred,2026-05-05T16:30:00Z
346,346,49,0.85,direct,2026-05-05T16:30:00Z
347,347,24,0.91,semantic,2026-05-05T16:30:00Z
348,348,3,0.79,hashtag,2026-05-05T16:30:00Z
349,349,39,0.85,visual,2026-05-05T16:30:00Z
350,350,16,0.8,inferred,2026-05-05T16:30:00Z
351,351,56,0.89,direct,2026-05-05T16:30:00Z
352,352,30,0.97,semantic,2026-05-05T16:30:00Z
353,353,8,0.97,hashtag,2026-05-05T16:30:00Z
354,354,46,0.94,visual,2026-05-05T16:30:00Z
355,355,21,0.78,inferred,2026-05-05T16:30:00Z
356,356,1,0.79,direct,2026-05-05T16:30:00Z
357,357,36,0.95,semantic,2026-05-05T16:30:00Z
358,358,13,0.83,hashtag,2026-05-05T16:30:00Z
359,359,52,0.92,visual,2026-05-05T16:30:00Z
360,360,26,0.79,inferred,2026-05-05T16:30:00Z
361,361,5,0.97,direct,2026-05-05T16:30:00Z
362,362,42,0.8,semantic,2026-05-05T16:30:00Z
363,363,18,0.98,hashtag,2026-05-05T16:30:00Z
364,364,58,0.84,visual,2026-05-05T16:30:00Z
365,365,32,0.79,inferred,2026-05-05T16:30:00Z
366,366,10,0.77,direct,2026-05-05T16:30:00Z
367,367,48,0.83,semantic,2026-05-05T16:30:00Z
368,368,23,0.89,hashtag,2026-05-05T16:30:00Z
369,369,2,0.88,visual,2026-05-05T16:30:00Z
370,370,38,0.92,inferred,2026-05-05T16:30:00Z
371,371,14,0.76,direct,2026-05-05T16:30:00Z
372,372,54,0.87,semantic,2026-05-05T16:30:00Z
373,373,29,0.97,hashtag,2026-05-05T16:30:00Z
374,374,7,0.76,visual,2026-05-05T16:30:00Z
375,375,44,0.94,inferred,2026-05-05T16:30:00Z
376,376,20,0.86,direct,2026-05-05T16:30:00Z
377,377,60,0.8,semantic,2026-05-05T16:30:00Z
378,378,34,0.9,hashtag,2026-05-05T16:30:00Z
379,379,11,0.87,visual,2026-05-05T16:30:00Z
380,380,50,0.82,inferred,2026-05-05T16:30:00Z
381,381,25,0.86,direct,2026-05-05T16:30:00Z
382,382,4,0.78,semantic,2026-05-05T16:30:00Z
383,383,40,0.81,hashtag,2026-05-05T16:30:00Z
384,384,16,0.97,visual,2026-05-05T16:30:00Z
385,385,56,0.89,inferred,2026-05-05T16:30:00Z
386,386,31,0.8,direct,2026-05-05T16:30:00Z
387,387,8,0.86,semantic,2026-05-05T16:30:00Z
388,388,46,0.98,hashtag,2026-05-05T16:30:00Z
389,389,22,0.85,visual,2026-05-05T16:30:00Z
390,390,2,0.95,inferred,2026-05-05T16:30:00Z
391,391,37,0.91,direct,2026-05-05T16:30:00Z
392,392,13,0.8,semantic,2026-05-05T16:30:00Z
393,393,53,0.9,hashtag,2026-05-05T16:30:00Z
394,394,27,0.95,visual,2026-05-05T16:30:00Z
395,395,6,0.76,inferred,2026-05-05T16:30:00Z
396,396,43,0.82,direct,2026-05-05T16:30:00Z
397,397,18,0.89,semantic,2026-05-05T16:30:00Z
398,398,59,0.95,hashtag,2026-05-05T16:30:00Z
399,399,33,0.92,visual,2026-05-05T16:30:00Z
400,400,10,0.95,inferred,2026-05-05T16:30:00Z
401,401,49,0.9,direct,2026-05-05T16:30:00Z
402,402,24,0.85,semantic,2026-05-05T16:30:00Z
403,403,3,0.78,hashtag,2026-05-05T16:30:00Z
404,404,39,0.77,visual,2026-05-05T16:30:00Z
405,405,15,0.9,inferred,2026-05-05T16:30:00Z
406,406,55,0.93,direct,2026-05-05T16:30:00Z
407,407,29,0.85,semantic,2026-05-05T16:30:00Z
408,408,7,0.81,hashtag,2026-05-05T16:30:00Z
409,409,45,0.91,visual,2026-05-05T16:30:00Z
410,410,20,0.81,inferred,2026-05-05T16:30:00Z
411,411,1,0.95,direct,2026-05-05T16:30:00Z
412,412,35,0.95,semantic,2026-05-05T16:30:00Z
413,413,12,0.96,hashtag,2026-05-05T16:30:00Z
414,414,51,0.89,visual,2026-05-05T16:30:00Z
415,415,26,0.82,inferred,2026-05-05T16:30:00Z
416,416,5,0.98,direct,2026-05-05T16:30:00Z
417,417,41,0.98,semantic,2026-05-05T16:30:00Z
418,418,17,0.78,hashtag,2026-05-05T16:30:00Z
419,419,57,0.93,visual,2026-05-05T16:30:00Z
420,420,32,0.84,inferred,2026-05-05T16:30:00Z
421,421,9,0.81,direct,2026-05-05T16:30:00Z
422,422,47,0.81,semantic,2026-05-05T16:30:00Z
423,423,23,0.82,hashtag,2026-05-05T16:30:00Z
424,424,2,0.8,visual,2026-05-05T16:30:00Z
425,425,38,0.9,inferred,2026-05-05T16:30:00Z
426,426,14,0.76,direct,2026-05-05T16:30:00Z
427,427,54,0.77,semantic,2026-05-05T16:30:00Z
428,428,28,0.82,hashtag,2026-05-05T16:30:00Z
429,429,6,0.92,visual,2026-05-05T16:30:00Z
430,430,44,0.89,inferred,2026-05-05T16:30:00Z
431,431,19,0.86,direct,2026-05-05T16:30:00Z
432,432,60,0.78,semantic,2026-05-05T16:30:00Z
433,433,34,0.91,hashtag,2026-05-05T16:30:00Z
434,434,11,0.77,visual,2026-05-05T16:30:00Z
435,435,50,0.89,inferred,2026-05-05T16:30:00Z
436,436,25,0.84,direct,2026-05-05T16:30:00Z
437,437,4,0.9,semantic,2026-05-05T16:30:00Z
438,438,40,0.87,hashtag,2026-05-05T16:30:00Z
439,439,16,0.76,visual,2026-05-05T16:30:00Z
440,440,56,0.91,inferred,2026-05-05T16:30:00Z
441,441,30,0.8,direct,2026-05-05T16:30:00Z
442,442,8,0.84,semantic,2026-05-05T16:30:00Z
443,443,46,0.81,hashtag,2026-05-05T16:30:00Z
444,444,21,0.83,visual,2026-05-05T16:30:00Z
445,445,1,0.92,inferred,2026-05-05T16:30:00Z
446,446,36,0.82,direct,2026-05-05T16:30:00Z
447,447,13,0.97,semantic,2026-05-05T16:30:00Z
448,448,52,0.96,hashtag,2026-05-05T16:30:00Z
449,449,27,0.77,visual,2026-05-05T16:30:00Z
450,450,5,0.97,inferred,2026-05-05T16:30:00Z
451,451,42,0.79,direct,2026-05-05T16:30:00Z
452,452,18,0.85,semantic,2026-05-05T16:30:00Z
453,453,58,0.97,hashtag,2026-05-05T16:30:00Z
454,454,33,0.98,visual,2026-05-05T16:30:00Z
455,455,10,0.82,inferred,2026-05-05T16:30:00Z
456,456,48,0.92,direct,2026-05-05T16:30:00Z
457,457,23,0.86,semantic,2026-05-05T16:30:00Z
458,458,3,0.93,hashtag,2026-05-05T16:30:00Z
459,459,38,0.86,visual,2026-05-05T16:30:00Z
460,460,15,0.96,inferred,2026-05-05T16:30:00Z
461,461,54,0.76,direct,2026-05-05T16:30:00Z
462,462,29,0.88,semantic,2026-05-05T16:30:00Z
463,463,7,0.94,hashtag,2026-05-05T16:30:00Z
464,464,44,0.79,visual,2026-05-05T16:30:00Z
465,465,20,0.79,inferred,2026-05-05T16:30:00Z
466,466,1,0.91,direct,2026-05-05T16:30:00Z
467,467,35,0.88,semantic,2026-05-05T16:30:00Z
468,468,12,0.83,hashtag,2026-05-05T16:30:00Z
469,469,51,0.91,visual,2026-05-05T16:30:00Z
470,470,25,0.78,inferred,2026-05-05T16:30:00Z
471,471,4,0.96,direct,2026-05-05T16:30:00Z
472,472,41,0.86,semantic,2026-05-05T16:30:00Z
473,473,17,0.98,hashtag,2026-05-05T16:30:00Z
474,474,57,0.83,visual,2026-05-05T16:30:00Z
475,475,31,0.77,inferred,2026-05-05T16:30:00Z
476,476,9,0.89,direct,2026-05-05T16:30:00Z
477,477,47,0.79,semantic,2026-05-05T16:30:00Z
478,478,22,0.89,hashtag,2026-05-05T16:30:00Z
479,479,2,0.78,visual,2026-05-05T16:30:00Z
480,480,37,0.8,inferred,2026-05-05T16:30:00Z
481,481,14,0.76,direct,2026-05-05T16:30:00Z
482,482,53,0.92,semantic,2026-05-05T16:30:00Z
483,483,28,0.84,hashtag,2026-05-05T16:30:00Z
484,484,6,0.92,visual,2026-05-05T16:30:00Z
