item_id,order_id,product_id,quantity,unit_price,fulfilled_from
464,150,74,3,330,19
465,150,50,3,240,19
466,151,36,1,6200,23
467,151,36,2,6200,23
468,152,9,1,1280,
469,152,20,2,1850,
470,152,46,2,185,
471,152,24,1,8800,
472,152,41,1,2200,
473,153,74,2,330,8
474,154,70,1,1180,24
475,154,14,1,1450,24
476,154,58,3,1180,24
477,155,8,1,210,17
478,155,56,2,5600,17
479,155,39,1,1950,17
480,155,17,3,14800,17
481,156,54,2,260,12
482,156,75,2,1180,12
483,156,70,2,1180,12
484,156,27,3,8700,12
485,156,65,3,640,12
486,157,37,2,7400,2
487,157,51,2,340,2
488,157,12,1,3250,2
489,158,74,2,330,17
490,159,19,3,4200,8
491,159,70,2,1180,8
492,159,66,2,3200,8
493,159,6,1,720,8
494,159,73,2,680,8
495,160,38,2,2850,
496,160,4,2,11800,
497,160,3,3,26400,
498,160,41,1,2200,
499,160,40,3,520,
500,161,48,2,126,30
501,161,6,3,720,30
502,162,52,1,920,11
503,162,44,1,1400,11
504,162,66,1,3200,11
505,162,61,2,390,11
506,162,44,1,1400,11
507,163,9,3,1280,4
508,164,13,2,760,12
509,165,24,3,8800,17
510,165,28,2,680,17
511,165,78,1,215,17
512,165,55,3,780,17
513,165,13,1,760,17
514,166,1,3,18500,6
515,166,60,2,1750,6
516,166,43,3,620,6
517,166,41,1,2200,6
518,167,3,1,26400,3
519,167,72,2,540,3
520,167,78,3,215,3
521,168,37,3,7400,
522,168,71,1,2100,
523,168,15,3,540,
524,168,15,3,540,
525,169,15,1,540,26
526,169,5,2,3900,26
527,169,48,1,126,26
528,170,24,2,8800,7
529,170,50,1,240,7
530,170,57,2,7600,7
531,170,21,2,33400,7
532,171,79,3,6800,20
533,171,16,3,52000,20
534,171,54,2,260,20
535,171,28,1,680,20
536,172,11,1,1180,23
537,173,16,3,52000,29
538,173,75,2,1180,29
539,173,71,3,2100,29
540,173,73,3,680,29
541,174,75,3,1180,28
542,174,37,3,7400,28
543,174,33,2,420,28
544,174,31,1,3100,28
545,174,65,3,640,28
546,175,58,1,1180,30
547,176,34,2,2450,
548,177,22,3,640,2
549,177,50,2,240,2
550,177,33,3,420,2
551,177,53,3,8200,2
552,177,56,3,5600,2
553,178,54,1,260,12
554,178,62,1,520,12
555,179,20,1,1850,19
556,180,45,2,58,12
557,180,60,2,1750,12
558,180,8,3,210,12
559,180,52,2,920,12
560,180,25,2,920,12
561,181,39,1,1950,27
562,181,31,1,3100,27
563,181,33,3,420,27
564,182,77,3,12600,17
565,182,64,1,260,17
566,183,71,2,2100,25
567,183,60,3,1750,25
568,183,42,1,480,25
569,183,28,3,680,25
570,184,8,1,210,
571,184,30,1,1320,
572,184,55,3,780,
573,184,58,1,1180,
574,185,24,3,8800,16
575,185,8,3,210,16
576,185,37,1,7400,16
577,185,45,1,58,16
578,186,20,2,1850,30
579,186,2,3,14200,30
580,186,28,2,680,30
581,186,46,1,185,30
582,187,51,2,340,14
583,187,41,2,2200,14
584,187,34,1,2450,14
585,187,64,1,260,14
586,188,66,2,3200,6
587,188,5,3,3900,6
588,189,20,1,1850,15
589,189,32,3,1180,15
590,189,13,1,760,15
591,189,24,1,8800,15
592,189,41,1,2200,15
593,190,19,3,4200,16
594,191,54,2,260,25
595,191,27,1,8700,25
596,191,4,1,11800,25
597,191,60,1,1750,25
598,191,54,2,260,25
599,192,27,3,8700,
600,192,2,2,14200,
601,192,6,3,720,
602,192,21,1,33400,
603,192,51,3,340,
604,193,30,1,1320,20
605,193,56,2,5600,20
606,194,21,2,33400,19
607,195,29,3,340,13
608,195,33,1,420,13
609,196,9,2,1280,21
610,196,13,3,760,21
611,197,16,2,52000,12
612,197,58,3,1180,12
613,197,10,3,860,12
614,197,23,2,1280,12
615,197,67,2,540,12
616,198,56,2,5600,23
617,199,6,3,720,4
618,200,38,1,2850,
619,200,3,2,26400,
620,201,10,2,860,29
621,202,35,1,860,27
622,202,57,1,7600,27
623,202,58,3,1180,27
624,203,38,2,2850,12
625,203,9,1,1280,12
626,203,20,3,1850,12
627,203,25,3,920,12
628,204,77,1,12600,24
629,204,12,1,3250,24
630,204,34,3,2450,24
631,205,43,3,620,26
632,205,13,2,760,26
633,206,34,1,2450,11
634,206,2,3,14200,11
635,206,34,2,2450,11
636,206,53,1,8200,11
637,206,12,1,3250,11
638,207,11,3,1180,19
639,207,71,2,2100,19
640,208,21,1,33400,
641,209,24,3,8800,30
642,209,63,3,1480,30
643,210,71,2,2100,30
644,210,65,2,640,30
645,210,74,2,330,30
646,211,58,1,1180,2
647,211,29,1,340,2
648,212,41,1,2200,18
649,212,62,3,520,18
650,212,4,3,11800,18
651,212,7,3,95,18
652,212,63,2,1480,18
653,213,27,3,8700,16
654,214,66,2,3200,15
655,214,39,1,1950,15
656,214,75,2,1180,15
657,214,5,1,3900,15
658,215,62,3,520,12
659,215,58,3,1180,12
660,215,34,2,2450,12
661,215,1,2,18500,12
662,216,63,1,1480,
663,216,60,3,1750,
664,216,45,2,58,
665,216,41,2,2200,
666,216,24,2,8800,
667,217,67,1,540,10
668,217,47,2,72,10
669,217,28,3,680,10
670,217,5,3,3900,10
671,218,76,2,9200,2
672,218,14,2,1450,2
673,218,56,1,5600,2
674,218,61,2,390,2
675,218,46,3,185,2
676,219,77,2,12600,14
677,219,68,3,780,14
678,220,46,1,185,9
679,220,38,2,2850,9
680,220,5,2,3900,9
681,220,24,1,8800,9
682,221,48,2,126,22
683,221,73,3,680,22
684,221,64,3,260,22
685,221,20,3,1850,22
686,222,79,1,6800,7
687,222,56,2,5600,7
688,222,54,1,260,7
689,222,30,3,1320,7
690,222,9,3,1280,7
691,223,3,3,26400,2
692,223,24,1,8800,2
693,224,58,3,1180,
694,224,76,1,9200,
695,224,65,3,640,
696,225,15,1,540,21
697,225,3,1,26400,21
698,225,9,2,1280,21
699,226,77,3,12600,2
700,226,34,2,2450,2
701,226,31,3,3100,2
702,227,55,2,780,2
703,227,7,1,95,2
704,227,18,1,21400,2
705,227,27,1,8700,2
706,227,49,3,88,2
707,228,26,2,2400,11
708,228,78,3,215,11
709,229,3,3,26400,23
710,229,27,2,8700,23
711,229,32,1,1180,23
712,230,22,3,640,1
713,230,37,1,7400,1
714,230,78,1,215,1
715,230,1,2,18500,1
716,230,17,3,14800,1
717,231,62,1,520,22
718,231,13,2,760,22
719,231,15,1,540,22
720,232,72,3,540,
721,232,40,2,520,
722,232,70,1,1180,
723,233,54,2,260,19
724,233,62,2,520,19
725,233,75,1,1180,19
726,233,43,3,620,19
727,234,78,1,215,13
728,234,11,1,1180,13
729,234,74,1,330,13
730,235,16,2,52000,26
731,235,71,3,2100,26
732,235,31,2,3100,26
733,235,67,2,540,26
734,235,56,3,5600,26
735,236,40,2,520,25
736,236,15,3,540,25
737,236,37,3,7400,25
738,236,21,2,33400,25
739,236,30,3,1320,25
740,237,60,3,1750,25
741,237,38,2,2850,25
742,237,59,3,9400,25
743,238,42,1,480,2
744,238,17,2,14800,2
745,239,20,3,1850,30
746,239,22,3,640,30
747,239,54,2,260,30
748,240,4,2,11800,
749,240,78,1,215,
750,240,3,1,26400,
751,240,24,1,8800,
752,240,71,3,2100,
753,241,22,3,640,22
754,241,27,3,8700,22
755,241,1,1,18500,22
756,241,51,3,340,22
757,242,48,1,126,19
758,242,30,1,1320,19
759,242,43,2,620,19
760,243,19,3,4200,20
761,243,60,1,1750,20
762,243,53,3,8200,20
763,243,25,1,920,20
764,243,62,1,520,20
765,244,4,1,11800,20
766,244,55,3,780,20
767,244,51,1,340,20
768,244,59,3,9400,20
769,244,63,1,1480,20
770,245,56,3,5600,29
771,245,22,1,640,29
772,245,19,1,4200,29
773,245,70,1,1180,29
774,245,74,2,330,29
775,246,37,2,7400,9
776,246,25,1,920,9
777,246,4,3,11800,9
778,246,59,3,9400,9
779,246,16,3,52000,9
780,247,65,3,640,21
781,247,8,3,210,21
782,247,63,3,1480,21
783,247,10,1,860,21
784,247,74,2,330,21
785,248,78,1,215,
786,248,7,3,95,
787,248,66,3,3200,
788,248,76,1,9200,
789,249,45,3,58,7
790,249,21,2,33400,7
791,249,34,2,2450,7
792,249,77,1,12600,7
793,250,3,3,26400,27
794,250,47,3,72,27
795,250,12,2,3250,27
796,250,8,2,210,27
797,251,2,3,14200,3
798,251,35,2,860,3
799,252,56,2,5600,25
800,252,12,1,3250,25
801,252,6,2,720,25
802,252,29,2,340,25
803,252,24,1,8800,25
804,253,54,2,260,22
805,253,63,3,1480,22
806,253,27,2,8700,22
807,253,52,1,920,22
808,254,23,1,1280,22
809,254,76,2,9200,22
810,254,5,1,3900,22
811,255,65,2,640,16
812,256,19,3,4200,
813,256,4,2,11800,
814,256,63,1,1480,
815,256,46,1,185,
816,256,64,3,260,
817,257,75,3,1180,6
818,257,73,3,680,6
819,257,79,1,6800,6
820,258,15,2,540,22
821,258,9,3,1280,22
822,258,39,2,1950,22
823,258,34,2,2450,22
824,258,69,2,1450,22
825,259,47,2,72,4
826,259,40,2,520,4
827,259,58,2,1180,4
828,259,70,1,1180,4
829,260,48,1,126,7
830,260,46,2,185,7
831,261,53,1,8200,22
832,262,38,3,2850,11
833,262,6,2,720,11
834,262,11,1,1180,11
835,262,1,1,18500,11
836,262,54,2,260,11
837,263,56,1,5600,19
838,264,77,3,12600,
839,264,38,3,2850,
840,264,34,1,2450,
841,264,49,3,88,
842,264,78,2,215,
843,265,4,1,11800,27
844,265,32,3,1180,27
845,266,78,1,215,4
846,266,13,2,760,4
847,267,47,3,72,6
848,267,8,2,210,6
849,267,56,2,5600,6
850,267,58,1,1180,6
851,267,35,2,860,6
852,268,56,1,5600,19
853,268,55,2,780,19
854,269,49,1,88,13
855,269,6,3,720,13
856,269,45,1,58,13
857,269,46,3,185,13
858,269,5,1,3900,13
859,270,48,1,126,27
860,271,38,2,2850,12
861,272,54,2,260,
862,273,20,1,1850,21
863,273,14,2,1450,21
864,273,14,1,1450,21
865,273,16,3,52000,21
866,273,75,1,1180,21
867,274,64,1,260,21
868,274,32,3,1180,21
869,275,12,2,3250,18
870,275,11,2,1180,18
871,275,16,1,52000,18
872,276,32,2,1180,4
873,277,62,1,520,30
874,277,68,3,780,30
875,277,27,1,8700,30
876,277,43,3,620,30
877,277,4,1,11800,30
878,278,3,2,26400,16
879,278,24,2,8800,16
880,278,66,2,3200,16
881,278,77,3,12600,16
882,279,77,2,12600,28
883,279,47,3,72,28
884,279,34,2,2450,28
885,280,15,2,540,
886,280,25,1,920,
887,280,41,3,2200,
888,281,67,2,540,10
889,282,36,3,6200,18
890,282,48,1,126,18
891,283,75,2,1180,1
892,283,4,2,11800,1
893,283,56,3,5600,1
894,283,48,1,126,1
895,284,20,3,1850,23
896,284,12,1,3250,23
897,284,28,2,680,23
898,285,10,3,860,20
899,285,13,1,760,20
900,285,69,1,1450,20
901,285,9,1,1280,20
902,286,4,1,11800,13
903,287,26,2,2400,8
904,287,35,3,860,8
905,288,37,2,7400,
906,288,57,2,7600,
907,288,36,1,6200,
908,288,42,1,480,
909,288,47,3,72,
910,289,35,3,860,18
911,290,13,2,760,7
912,290,49,3,88,7
913,290,30,2,1320,7
914,290,41,3,2200,7
915,291,6,2,720,4
916,291,35,1,860,4
917,291,23,2,1280,4
918,291,54,2,260,4
919,291,43,3,620,4
920,292,32,2,1180,18
921,292,16,2,52000,18
922,292,21,2,33400,18
923,293,61,2,390,15
924,293,5,2,3900,15
925,293,75,3,1180,15
926,294,51,2,340,12
927,295,53,3,8200,20
928,295,14,1,1450,20
929,295,51,2,340,20
930,295,51,2,340,20
931,295,19,2,4200,20
932,296,69,2,1450,
933,296,72,3,540,
934,296,48,1,126,
935,296,47,3,72,
936,297,36,3,6200,9
937,297,7,3,95,9
938,298,75,2,1180,24
939,298,20,3,1850,24
940,298,2,1,14200,24
941,298,62,2,520,24
942,299,56,1,5600,15
943,300,32,1,1180,25
944,300,8,3,210,25
945,300,9,1,1280,25
946,301,65,2,640,6
947,302,33,2,420,1
948,302,69,1,1450,1
949,302,30,2,1320,1
950,302,43,1,620,1
951,303,65,1,640,1
952,303,1,2,18500,1
953,303,43,1,620,1
954,303,8,2,210,1
955,303,8,3,210,1
956,304,21,2,33400,
957,304,18,1,21400,
958,305,43,3,620,28
959,305,45,3,58,28
960,305,12,2,3250,28
961,306,41,3,2200,30
962,306,11,1,1180,30
963,306,7,2,95,30
964,306,21,3,33400,30
965,306,19,3,4200,30
966,307,53,1,8200,7
967,307,20,2,1850,7
968,308,2,1,14200,13
969,308,1,2,18500,13
970,308,8,1,210,13
971,308,67,3,540,13
972,308,23,2,1280,13
973,309,30,3,1320,30
974,309,22,1,640,30
975,310,38,1,2850,4
976,310,57,2,7600,4
977,310,33,2,420,4
978,310,47,3,72,4
979,311,8,2,210,15
980,311,43,2,620,15
981,311,9,1,1280,15
982,312,45,1,58,
983,312,62,1,520,
984,313,67,1,540,22
985,314,40,2,520,2
986,314,70,2,1180,2
987,315,35,3,860,2
988,315,42,2,480,2
989,315,2,3,14200,2
990,315,54,3,260,2
991,315,10,2,860,2
992,316,18,2,21400,27
993,316,38,3,2850,27
994,316,24,2,8800,27
995,317,61,3,390,12
996,317,64,2,260,12
997,318,5,3,3900,30
998,318,58,2,1180,30
999,319,73,1,680,18
1000,319,68,2,780,18
1001,319,36,2,6200,18
1002,319,68,1,780,18
1003,319,55,3,780,18
1004,320,16,1,52000,
1005,320,61,3,390,
1006,321,10,2,860,26
1007,322,61,2,390,6
1008,322,12,3,3250,6
1009,322,23,3,1280,6
1010,322,5,2,3900,6
1011,322,28,3,680,6
1012,323,21,2,33400,18
1013,324,61,2,390,2
1014,325,3,1,26400,15
1015,326,6,2,720,18
1016,327,22,2,640,23
1017,328,46,2,185,
1018,328,37,1,7400,
1019,329,42,3,480,24
1020,329,21,2,33400,24
1021,330,12,3,3250,2
1022,331,55,1,780,6
1023,331,29,2,340,6
1024,331,31,3,3100,6
1025,331,19,2,4200,6
1026,331,64,3,260,6
1027,332,27,1,8700,13
1028,332,49,1,88,13
1029,332,1,1,18500,13
1030,333,14,1,1450,16
1031,333,62,2,520,16
1032,333,2,3,14200,16
1033,334,9,3,1280,19
1034,334,72,1,540,19
1035,335,19,3,4200,6
1036,336,23,2,1280,
1037,336,24,1,8800,
1038,336,15,1,540,
1039,337,50,2,240,20
1040,338,47,1,72,19
1041,338,48,2,126,19
1042,338,78,1,215,19
1043,338,5,2,3900,19
1044,338,36,1,6200,19
1045,339,37,2,7400,22
1046,339,78,2,215,22
1047,340,69,3,1450,19
1048,340,71,3,2100,19
1049,340,14,2,1450,19
1050,341,75,2,1180,11
1051,341,22,3,640,11
1052,341,77,3,12600,11
1053,341,7,3,95,11
1054,342,4,2,11800,3
1055,342,14,1,1450,3
1056,342,7,2,95,3
1057,343,75,3,1180,7
1058,343,9,3,1280,7
1059,343,14,3,1450,7
1060,343,60,3,1750,7
1061,344,38,1,2850,
1062,344,59,2,9400,
1063,344,62,1,520,
1064,344,54,2,260,
1065,344,44,1,1400,
1066,345,17,3,14800,29
1067,345,43,1,620,29
1068,345,64,1,260,29
1069,346,75,3,1180,1
1070,346,33,3,420,1
1071,346,8,2,210,1
1072,346,34,3,2450,1
1073,346,15,2,540,1
1074,347,78,3,215,10
1075,347,16,2,52000,10
1076,347,46,1,185,10
1077,348,76,2,9200,10
1078,348,65,1,640,10
1079,348,30,2,1320,10
1080,348,60,1,1750,10
1081,349,7,2,95,30
1082,349,75,2,1180,30
1083,349,58,2,1180,30
1084,349,59,1,9400,30
1085,349,25,3,920,30
1086,350,64,2,260,28
1087,350,22,2,640,28
1088,350,42,3,480,28
1089,351,32,3,1180,21
1090,351,61,2,390,21
1091,351,44,3,1400,21
1092,352,77,2,12600,
1093,352,66,2,3200,
1094,353,15,3,540,16
1095,353,50,3,240,16
1096,353,74,3,330,16
1097,353,49,2,88,16
1098,353,6,3,720,16
1099,354,10,3,860,10
1100,354,60,3,1750,10
1101,355,43,2,620,22
1102,355,75,1,1180,22
1103,355,15,3,540,22
1104,355,30,3,1320,22
1105,356,56,1,5600,22
1106,356,51,1,340,22
1107,357,13,1,760,21
1108,357,13,3,760,21
1109,357,55,2,780,21
1110,357,58,3,1180,21
1111,357,10,3,860,21
1112,358,41,2,2200,26
1113,358,40,3,520,26
