mention_id,post_id,product_id,confidence_score,mention_type,created_at
108,150,20,0.721,direct,2026-05-13T09:49:19Z
109,151,62,0.709,semantic,2026-05-13T09:49:19Z
110,153,26,0.735,visual,2026-05-13T09:49:19Z
111,155,36,0.92,direct,2026-05-13T09:49:19Z
112,156,34,0.865,semantic,2026-05-13T09:49:19Z
113,157,62,0.938,hashtag,2026-05-13T09:49:19Z
114,158,49,0.837,visual,2026-05-13T09:49:19Z
115,160,33,0.869,direct,2026-05-13T09:49:19Z
116,162,28,0.767,hashtag,2026-05-13T09:49:19Z
117,164,69,0.857,inferred,2026-05-13T09:49:19Z
118,165,29,0.758,direct,2026-05-13T09:49:19Z
119,167,71,0.741,hashtag,2026-05-13T09:49:19Z
120,168,23,0.733,visual,2026-05-13T09:49:19Z
121,170,34,0.707,direct,2026-05-13T09:49:19Z
122,171,19,0.744,semantic,2026-05-13T09:49:19Z
123,172,9,0.913,hashtag,2026-05-13T09:49:19Z
124,173,66,0.847,visual,2026-05-13T09:49:19Z
125,174,36,0.833,inferred,2026-05-13T09:49:19Z
126,175,36,0.794,direct,2026-05-13T09:49:19Z
127,176,43,0.945,semantic,2026-05-13T09:49:19Z
128,177,29,0.856,hashtag,2026-05-13T09:49:19Z
129,178,24,0.751,visual,2026-05-13T09:49:19Z
130,179,54,0.714,inferred,2026-05-13T09:49:19Z
131,180,21,0.887,direct,2026-05-13T09:49:19Z
132,181,40,0.865,semantic,2026-05-13T09:49:19Z
133,182,77,0.959,hashtag,2026-05-13T09:49:19Z
134,183,62,0.852,visual,2026-05-13T09:49:19Z
135,186,25,0.758,semantic,2026-05-13T09:49:19Z
136,189,16,0.838,inferred,2026-05-13T09:49:19Z
137,191,76,0.914,semantic,2026-05-13T09:49:19Z
138,194,23,0.789,inferred,2026-05-13T09:49:19Z
139,198,69,0.806,visual,2026-05-13T09:49:19Z
140,199,28,0.747,inferred,2026-05-13T09:49:19Z
141,200,14,0.844,direct,2026-05-13T09:49:19Z
142,201,7,0.718,semantic,2026-05-13T09:49:19Z
143,202,15,0.974,hashtag,2026-05-13T09:49:19Z
144,203,32,0.825,visual,2026-05-13T09:49:19Z
145,209,66,0.985,inferred,2026-05-13T09:49:19Z
146,210,33,0.885,direct,2026-05-13T09:49:19Z
147,211,1,0.956,semantic,2026-05-13T09:49:19Z
148,212,33,0.856,hashtag,2026-05-13T09:49:19Z
149,213,10,0.883,visual,2026-05-13T09:49:19Z
150,214,48,0.797,inferred,2026-05-13T09:49:19Z
151,215,73,0.844,direct,2026-05-13T09:49:19Z
152,216,53,0.941,semantic,2026-05-13T09:49:19Z
153,219,19,0.829,inferred,2026-05-13T09:49:19Z
154,220,8,0.996,direct,2026-05-13T09:49:19Z
155,221,21,0.944,semantic,2026-05-13T09:49:19Z
156,222,40,0.896,hashtag,2026-05-13T09:49:19Z
157,223,45,0.92,visual,2026-05-13T09:49:19Z
158,224,59,0.79,inferred,2026-05-13T09:49:19Z
159,225,14,0.783,direct,2026-05-13T09:49:19Z
160,226,46,0.865,semantic,2026-05-13T09:49:19Z
161,227,75,0.83,hashtag,2026-05-13T09:49:19Z
162,228,27,0.753,visual,2026-05-13T09:49:19Z
163,229,50,0.824,inferred,2026-05-13T09:49:19Z
164,230,66,0.792,direct,2026-05-13T09:49:19Z
165,231,41,0.828,semantic,2026-05-13T09:49:19Z
166,232,38,0.89,hashtag,2026-05-13T09:49:19Z
167,233,47,0.93,visual,2026-05-13T09:49:19Z
168,237,78,0.71,hashtag,2026-05-13T09:49:19Z
169,238,69,0.797,visual,2026-05-13T09:49:19Z
170,239,67,0.798,inferred,2026-05-13T09:49:19Z
171,241,45,0.776,semantic,2026-05-13T09:49:19Z
172,242,17,0.721,hashtag,2026-05-13T09:49:19Z
173,243,34,0.827,visual,2026-05-13T09:49:19Z
174,245,79,0.774,direct,2026-05-13T09:49:19Z
175,246,69,0.945,semantic,2026-05-13T09:49:19Z
176,247,20,0.798,hashtag,2026-05-13T09:49:19Z
177,248,64,0.844,visual,2026-05-13T09:49:19Z
178,249,67,0.901,inferred,2026-05-13T09:49:19Z
179,251,38,0.916,semantic,2026-05-13T09:49:19Z
180,252,15,0.938,hashtag,2026-05-13T09:49:19Z
181,255,33,0.843,direct,2026-05-13T09:49:19Z
182,258,2,0.954,visual,2026-05-13T09:49:19Z
183,259,49,0.742,inferred,2026-05-13T09:49:19Z
184,260,8,0.839,direct,2026-05-13T09:49:19Z
185,261,48,0.759,semantic,2026-05-13T09:49:19Z
186,262,29,0.939,hashtag,2026-05-13T09:49:19Z
187,263,77,0.832,visual,2026-05-13T09:49:19Z
188,265,50,0.876,direct,2026-05-13T09:49:19Z
189,266,26,0.879,semantic,2026-05-13T09:49:19Z
190,267,30,0.737,hashtag,2026-05-13T09:49:19Z
191,268,70,0.988,visual,2026-05-13T09:49:19Z
192,271,65,0.893,semantic,2026-05-13T09:49:19Z
193,272,12,0.892,hashtag,2026-05-13T09:49:19Z
194,273,79,0.747,visual,2026-05-13T09:49:19Z
195,275,47,0.879,direct,2026-05-13T09:49:19Z
196,276,51,0.707,semantic,2026-05-13T09:49:19Z
197,278,27,0.774,visual,2026-05-13T09:49:19Z
198,281,1,0.738,semantic,2026-05-13T09:49:19Z
199,284,1,0.957,inferred,2026-05-13T09:49:19Z
200,285,18,0.908,direct,2026-05-13T09:49:19Z
201,286,12,0.882,semantic,2026-05-13T09:49:19Z
202,289,39,0.907,inferred,2026-05-13T09:49:19Z
203,290,5,0.944,direct,2026-05-13T09:49:19Z
204,291,4,0.895,semantic,2026-05-13T09:49:19Z
205,293,65,0.788,visual,2026-05-13T09:49:19Z
206,295,17,0.945,direct,2026-05-13T09:49:19Z
207,296,6,0.727,semantic,2026-05-13T09:49:19Z
208,297,76,0.963,hashtag,2026-05-13T09:49:19Z
209,298,20,0.961,visual,2026-05-13T09:49:19Z
210,299,64,0.966,inferred,2026-05-13T09:49:19Z
211,300,65,0.712,direct,2026-05-13T09:49:19Z
212,301,8,0.752,semantic,2026-05-13T09:49:19Z
213,302,25,0.886,hashtag,2026-05-13T09:49:19Z
214,303,42,0.998,visual,2026-05-13T09:49:19Z
215,304,42,0.997,inferred,2026-05-13T09:49:19Z
216,305,6,0.934,direct,2026-05-13T09:49:19Z
217,306,11,0.983,semantic,2026-05-13T09:49:19Z
218,308,29,0.997,visual,2026-05-13T09:49:19Z
219,311,49,0.718,semantic,2026-05-13T09:49:19Z
220,312,30,0.894,hashtag,2026-05-13T09:49:19Z
221,313,1,0.889,visual,2026-05-13T09:49:19Z
222,315,56,0.741,direct,2026-05-13T09:49:19Z
223,317,41,0.964,hashtag,2026-05-13T09:49:19Z
224,319,31,0.761,inferred,2026-05-13T09:49:19Z
225,322,46,0.954,hashtag,2026-05-13T09:49:19Z
226,323,19,0.875,visual,2026-05-13T09:49:19Z
227,325,9,0.758,direct,2026-05-13T09:49:19Z
228,326,30,0.76,semantic,2026-05-13T09:49:19Z
229,327,34,0.903,hashtag,2026-05-13T09:49:19Z
230,329,67,0.722,inferred,2026-05-13T09:49:19Z
231,331,33,0.872,semantic,2026-05-13T09:49:19Z
232,332,17,0.824,hashtag,2026-05-13T09:49:19Z
233,333,46,0.999,visual,2026-05-13T09:49:19Z
234,335,63,0.741,direct,2026-05-13T09:49:19Z
235,336,42,0.82,semantic,2026-05-13T09:49:19Z
236,338,39,0.81,visual,2026-05-13T09:49:19Z
237,339,6,0.997,inferred,2026-05-13T09:49:19Z
238,340,44,0.812,direct,2026-05-13T09:49:19Z
239,341,42,0.991,semantic,2026-05-13T09:49:19Z
240,343,42,0.868,visual,2026-05-13T09:49:19Z
241,344,1,0.892,inferred,2026-05-13T09:49:19Z
242,345,63,0.759,direct,2026-05-13T09:49:19Z
243,346,33,0.908,semantic,2026-05-13T09:49:19Z
244,348,74,0.999,visual,2026-05-13T09:49:19Z
245,349,48,0.951,inferred,2026-05-13T09:49:19Z
246,351,21,0.816,semantic,2026-05-13T09:49:19Z
247,352,41,0.845,hashtag,2026-05-13T09:49:19Z
248,353,78,0.823,visual,2026-05-13T09:49:19Z
249,354,1,0.78,inferred,2026-05-13T09:49:19Z
250,356,67,0.951,semantic,2026-05-13T09:49:19Z
251,358,78,0.985,visual,2026-05-13T09:49:19Z
252,359,16,0.736,inferred,2026-05-13T09:49:19Z
253,360,72,0.817,direct,2026-05-13T09:49:19Z
254,364,57,0.932,inferred,2026-05-13T09:49:19Z
255,365,7,0.992,direct,2026-05-13T09:49:19Z
256,366,24,0.896,semantic,2026-05-13T09:49:19Z
257,369,29,0.997,inferred,2026-05-13T09:49:19Z
258,370,36,0.765,direct,2026-05-13T09:49:19Z
259,371,64,0.757,semantic,2026-05-13T09:49:19Z
260,372,44,0.997,hashtag,2026-05-13T09:49:19Z
261,373,32,0.967,visual,2026-05-13T09:49:19Z
262,374,20,0.744,inferred,2026-05-13T09:49:19Z
263,375,7,0.901,direct,2026-05-13T09:49:19Z
264,376,13,0.928,semantic,2026-05-13T09:49:19Z
265,377,20,0.79,hashtag,2026-05-13T09:49:19Z
266,379,31,0.824,inferred,2026-05-13T09:49:19Z
267,380,52,0.98,direct,2026-05-13T09:49:19Z
268,381,48,0.791,semantic,2026-05-13T09:49:19Z
269,382,65,0.724,hashtag,2026-05-13T09:49:19Z
270,383,3,0.93,visual,2026-05-13T09:49:19Z
271,384,63,0.831,inferred,2026-05-13T09:49:19Z
272,386,74,0.857,semantic,2026-05-13T09:49:19Z
273,387,67,0.91,hashtag,2026-05-13T09:49:19Z
274,388,31,0.802,visual,2026-05-13T09:49:19Z
275,392,4,0.823,hashtag,2026-05-13T09:49:19Z
276,395,62,0.82,direct,2026-05-13T09:49:19Z
277,396,78,0.966,semantic,2026-05-13T09:49:19Z
278,397,65,0.844,hashtag,2026-05-13T09:49:19Z
279,398,65,0.895,visual,2026-05-13T09:49:19Z
280,399,48,0.71,inferred,2026-05-13T09:49:19Z
281,400,38,0.937,direct,2026-05-13T09:49:19Z
282,401,77,0.757,semantic,2026-05-13T09:49:19Z
283,404,70,0.737,inferred,2026-05-13T09:49:19Z
284,406,56,0.96,semantic,2026-05-13T09:49:19Z
285,407,14,0.866,hashtag,2026-05-13T09:49:19Z
286,408,50,0.718,visual,2026-05-13T09:49:19Z
287,409,24,0.9,inferred,2026-05-13T09:49:19Z
288,410,12,0.811,direct,2026-05-13T09:49:19Z
289,413,53,0.859,visual,2026-05-13T09:49:19Z
290,414,68,0.886,inferred,2026-05-13T09:49:19Z
291,415,48,0.979,direct,2026-05-13T09:49:19Z
292,418,36,0.912,visual,2026-05-13T09:49:19Z
293,419,5,0.79,inferred,2026-05-13T09:49:19Z
294,420,43,0.804,direct,2026-05-13T09:49:19Z
295,421,25,0.877,semantic,2026-05-13T09:49:19Z
296,422,6,0.937,hashtag,2026-05-13T09:49:19Z
297,423,58,0.911,visual,2026-05-13T09:49:19Z
298,424,3,0.935,inferred,2026-05-13T09:49:19Z
299,426,22,0.982,semantic,2026-05-13T09:49:19Z
300,427,32,0.811,hashtag,2026-05-13T09:49:19Z
301,429,18,0.917,inferred,2026-05-13T09:49:19Z
302,430,45,0.711,direct,2026-05-13T09:49:19Z
303,431,71,0.882,semantic,2026-05-13T09:49:19Z
304,432,48,0.989,hashtag,2026-05-13T09:49:19Z
305,433,54,0.939,visual,2026-05-13T09:49:19Z
306,434,28,0.939,inferred,2026-05-13T09:49:19Z
307,435,26,0.921,direct,2026-05-13T09:49:19Z
308,436,79,0.846,semantic,2026-05-13T09:49:19Z
309,438,40,0.851,visual,2026-05-13T09:49:19Z
310,439,67,0.94,inferred,2026-05-13T09:49:19Z
311,440,41,0.7,direct,2026-05-13T09:49:19Z
312,441,13,0.815,semantic,2026-05-13T09:49:19Z
313,443,7,0.976,visual,2026-05-13T09:49:19Z
314,444,35,0.916,inferred,2026-05-13T09:49:19Z
315,445,54,0.987,direct,2026-05-13T09:49:19Z
316,446,18,0.862,semantic,2026-05-13T09:49:19Z
317,448,2,0.762,visual,2026-05-13T09:49:19Z
318,449,17,0.866,inferred,2026-05-13T09:49:19Z
319,450,59,0.776,direct,2026-05-13T09:49:19Z
320,451,42,0.951,semantic,2026-05-13T09:49:19Z
321,452,29,0.796,hashtag,2026-05-13T09:49:19Z
322,453,3,0.924,visual,2026-05-13T09:49:19Z
323,454,66,0.825,inferred,2026-05-13T09:49:19Z
324,455,67,0.723,direct,2026-05-13T09:49:19Z
325,457,73,0.728,hashtag,2026-05-13T09:49:19Z
326,458,21,0.953,visual,2026-05-13T09:49:19Z
327,459,15,0.71,inferred,2026-05-13T09:49:19Z
328,460,57,0.974,direct,2026-05-13T09:49:19Z
329,462,15,0.823,hashtag,2026-05-13T09:49:19Z
330,463,29,0.917,visual,2026-05-13T09:49:19Z
331,464,32,0.815,inferred,2026-05-13T09:49:19Z
332,465,60,0.94,direct,2026-05-13T09:49:19Z
333,466,72,0.964,semantic,2026-05-13T09:49:19Z
334,468,45,0.919,visual,2026-05-13T09:49:19Z
335,469,1,0.856,inferred,2026-05-13T09:49:19Z
336,470,74,0.947,direct,2026-05-13T09:49:19Z
337,471,38,0.802,semantic,2026-05-13T09:49:19Z
338,472,43,0.802,hashtag,2026-05-13T09:49:19Z
339,475,16,0.723,direct,2026-05-13T09:49:19Z
340,476,5,0.798,semantic,2026-05-13T09:49:19Z
341,477,1,0.972,hashtag,2026-05-13T09:49:19Z
342,478,19,0.919,visual,2026-05-13T09:49:19Z
343,479,20,0.766,inferred,2026-05-13T09:49:19Z
344,480,68,0.713,direct,2026-05-13T09:49:19Z
345,481,70,0.977,semantic,2026-05-13T09:49:19Z
346,482,28,0.738,hashtag,2026-05-13T09:49:19Z
347,483,50,0.801,visual,2026-05-13T09:49:19Z
348,484,24,0.95,inferred,2026-05-13T09:49:19Z
349,485,78,0.771,direct,2026-05-13T09:49:19Z
350,486,42,0.777,semantic,2026-05-13T09:49:19Z
351,487,66,0.984,hashtag,2026-05-13T09:49:19Z
352,488,14,0.823,visual,2026-05-13T09:49:19Z
353,490,1,0.962,direct,2026-05-13T09:49:19Z
354,491,34,0.725,semantic,2026-05-13T09:49:19Z
355,492,4,0.984,hashtag,2026-05-13T09:49:19Z
356,493,33,0.837,visual,2026-05-13T09:49:19Z
357,495,12,0.886,direct,2026-05-13T09:49:19Z
358,496,53,0.807,semantic,2026-05-13T09:49:19Z
359,497,47,0.704,hashtag,2026-05-13T09:49:19Z
360,499,35,0.783,inferred,2026-05-13T09:49:19Z
361,501,1,0.844,semantic,2026-05-13T09:49:19Z
362,503,74,0.849,visual,2026-05-13T09:49:19Z
363,504,41,0.988,inferred,2026-05-13T09:49:19Z
364,506,60,0.881,semantic,2026-05-13T09:49:19Z
365,508,23,0.938,visual,2026-05-13T09:49:19Z
366,510,57,0.976,direct,2026-05-13T09:49:19Z
367,513,13,0.804,visual,2026-05-13T09:49:19Z
368,515,39,0.881,direct,2026-05-13T09:49:19Z
369,516,61,0.741,semantic,2026-05-13T09:49:19Z
370,517,61,0.706,hashtag,2026-05-13T09:49:19Z
371,518,38,0.806,visual,2026-05-13T09:49:19Z
372,519,7,0.78,inferred,2026-05-13T09:49:19Z
373,520,77,1,direct,2026-05-13T09:49:19Z
374,521,51,0.922,semantic,2026-05-13T09:49:19Z
375,522,76,0.943,hashtag,2026-05-13T09:49:19Z
376,523,52,0.821,visual,2026-05-13T09:49:19Z
377,524,25,0.859,inferred,2026-05-13T09:49:19Z
378,526,10,0.716,semantic,2026-05-13T09:49:19Z
379,527,79,0.764,hashtag,2026-05-13T09:49:19Z
380,528,55,0.733,visual,2026-05-13T09:49:19Z
381,529,75,0.739,inferred,2026-05-13T09:49:19Z
382,530,64,0.737,direct,2026-05-13T09:49:19Z
383,532,59,0.906,hashtag,2026-05-13T09:49:19Z
384,533,20,0.786,visual,2026-05-13T09:49:19Z
385,534,55,0.735,inferred,2026-05-13T09:49:19Z
386,535,39,0.702,direct,2026-05-13T09:49:19Z
387,538,66,0.851,visual,2026-05-13T09:49:19Z
388,539,22,0.955,inferred,2026-05-13T09:49:19Z
389,540,50,0.985,direct,2026-05-13T09:49:19Z
390,543,12,0.881,visual,2026-05-13T09:49:19Z
391,544,79,0.72,inferred,2026-05-13T09:49:19Z
392,546,58,0.94,semantic,2026-05-13T09:49:19Z
393,548,79,0.766,visual,2026-05-13T09:49:19Z
394,549,69,0.861,inferred,2026-05-13T09:49:19Z
395,552,51,0.961,hashtag,2026-05-13T09:49:19Z
396,554,71,0.855,inferred,2026-05-13T09:49:19Z
397,555,19,0.886,direct,2026-05-13T09:49:19Z
398,556,79,0.962,semantic,2026-05-13T09:49:19Z
399,558,22,0.81,visual,2026-05-13T09:49:19Z
400,559,79,0.841,inferred,2026-05-13T09:49:19Z
401,560,35,0.91,direct,2026-05-13T09:49:19Z
402,562,56,0.926,hashtag,2026-05-13T09:49:19Z
403,563,36,0.885,visual,2026-05-13T09:49:19Z
404,564,6,0.885,inferred,2026-05-13T09:49:19Z
405,565,77,0.807,direct,2026-05-13T09:49:19Z
406,566,7,0.97,semantic,2026-05-13T09:49:19Z
407,567,68,0.751,hashtag,2026-05-13T09:49:19Z
408,568,35,0.711,visual,2026-05-13T09:49:19Z
409,570,70,0.881,direct,2026-05-13T09:49:19Z
410,571,4,0.777,semantic,2026-05-13T09:49:19Z
411,572,23,0.903,hashtag,2026-05-13T09:49:19Z
412,573,76,0.974,visual,2026-05-13T09:49:19Z
413,576,26,0.981,semantic,2026-05-13T09:49:19Z
414,577,60,0.963,hashtag,2026-05-13T09:49:19Z
415,579,24,0.929,inferred,2026-05-13T09:49:19Z
416,581,55,0.926,semantic,2026-05-13T09:49:19Z
417,582,29,0.807,hashtag,2026-05-13T09:49:19Z
418,583,6,0.942,visual,2026-05-13T09:49:19Z
419,585,12,0.955,direct,2026-05-13T09:49:19Z
420,587,11,0.948,hashtag,2026-05-13T09:49:19Z
421,588,53,0.761,visual,2026-05-13T09:49:19Z
422,589,65,0.838,inferred,2026-05-13T09:49:19Z
423,590,16,0.796,direct,2026-05-13T09:49:19Z
424,591,32,0.988,semantic,2026-05-13T09:49:19Z
425,592,28,0.855,hashtag,2026-05-13T09:49:19Z
426,594,68,0.739,inferred,2026-05-13T09:49:19Z
427,595,10,0.874,direct,2026-05-13T09:49:19Z
428,597,16,0.763,hashtag,2026-05-13T09:49:19Z
429,598,19,0.863,visual,2026-05-13T09:49:19Z
430,599,29,0.839,inferred,2026-05-13T09:49:19Z
431,600,20,0.983,direct,2026-05-13T09:49:19Z
432,601,51,0.707,semantic,2026-05-13T09:49:19Z
433,603,52,0.874,visual,2026-05-13T09:49:19Z
434,604,51,0.811,inferred,2026-05-13T09:49:19Z
435,605,14,0.735,direct,2026-05-13T09:49:19Z
436,606,37,0.868,semantic,2026-05-13T09:49:19Z
437,607,43,0.878,hashtag,2026-05-13T09:49:19Z
438,608,27,0.887,visual,2026-05-13T09:49:19Z
439,609,21,0.875,inferred,2026-05-13T09:49:19Z
440,610,64,0.847,direct,2026-05-13T09:49:19Z
441,611,10,0.884,semantic,2026-05-13T09:49:19Z
442,612,27,0.994,hashtag,2026-05-13T09:49:19Z
443,613,18,0.858,visual,2026-05-13T09:49:19Z
444,614,63,0.721,inferred,2026-05-13T09:49:19Z
445,615,78,0.912,direct,2026-05-13T09:49:19Z
446,616,24,0.873,semantic,2026-05-13T09:49:19Z
447,617,58,0.807,hashtag,2026-05-13T09:49:19Z
448,618,66,0.942,visual,2026-05-13T09:49:19Z
449,619,31,0.76,inferred,2026-05-13T09:49:19Z
450,620,59,0.941,direct,2026-05-13T09:49:19Z
451,621,71,0.91,semantic,2026-05-13T09:49:19Z
452,623,39,0.869,visual,2026-05-13T09:49:19Z
453,624,6,0.755,inferred,2026-05-13T09:49:19Z
454,625,20,0.945,direct,2026-05-13T09:49:19Z
455,627,61,0.789,hashtag,2026-05-13T09:49:19Z
456,628,35,0.764,visual,2026-05-13T09:49:19Z
457,629,14,0.947,inferred,2026-05-13T09:49:19Z
458,630,58,0.979,direct,2026-05-13T09:49:19Z
459,631,39,0.876,semantic,2026-05-13T09:49:19Z
460,633,20,0.883,visual,2026-05-13T09:49:19Z
461,634,12,0.885,inferred,2026-05-13T09:49:19Z
462,635,45,0.988,direct,2026-05-13T09:49:19Z
463,636,58,0.981,semantic,2026-05-13T09:49:19Z
464,637,17,0.715,hashtag,2026-05-13T09:49:19Z
465,638,17,0.918,visual,2026-05-13T09:49:19Z
466,639,52,0.814,inferred,2026-05-13T09:49:19Z
467,640,27,0.772,direct,2026-05-13T09:49:19Z
468,641,33,0.79,semantic,2026-05-13T09:49:19Z
469,642,63,0.829,hashtag,2026-05-13T09:49:19Z
470,644,34,0.97,inferred,2026-05-13T09:49:19Z
471,645,5,0.902,direct,2026-05-13T09:49:19Z
472,646,71,0.915,semantic,2026-05-13T09:49:19Z
473,647,46,0.951,hashtag,2026-05-13T09:49:19Z
474,649,18,0.925,inferred,2026-05-13T09:49:19Z
475,653,55,0.795,visual,2026-05-13T09:49:19Z
476,654,38,0.935,inferred,2026-05-13T09:49:19Z
477,655,46,0.866,direct,2026-05-13T09:49:19Z
478,657,11,0.783,hashtag,2026-05-13T09:49:19Z
479,658,30,0.911,visual,2026-05-13T09:49:19Z
480,659,10,0.762,inferred,2026-05-13T09:49:19Z
481,660,79,0.816,direct,2026-05-13T09:49:19Z
482,661,48,0.907,semantic,2026-05-13T09:49:19Z
483,662,22,0.786,hashtag,2026-05-13T09:49:19Z
484,664,26,0.987,inferred,2026-05-13T09:49:19Z
