connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
36,466,112,collaborates,0.87,56,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
38,390,476,reshared,0.514,56,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
39,218,420,tagged,0.986,169,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
40,434,340,duet,0.999,178,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
41,33,39,inspired_by,0.601,124,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
42,385,258,follows,0.923,145,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
43,236,444,collaborates,0.545,180,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
44,1,109,mentioned,0.357,18,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
45,118,3,reshared,0.942,69,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
46,175,54,tagged,0.144,145,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
47,471,20,duet,0.329,59,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
48,171,307,inspired_by,0.751,145,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
49,331,346,follows,0.521,146,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
50,370,379,collaborates,0.104,186,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
51,351,382,mentioned,0.767,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
52,93,367,reshared,0.43,136,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
53,423,452,tagged,0.268,48,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
54,393,24,duet,0.656,5,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
56,73,313,follows,0.507,31,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
58,487,143,mentioned,0.12,190,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
59,384,333,reshared,0.222,109,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
60,420,205,tagged,0.469,163,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
61,471,217,duet,0.578,30,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
62,330,168,inspired_by,0.776,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
63,254,188,follows,0.876,180,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
64,201,225,collaborates,0.176,65,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
65,363,183,mentioned,0.591,36,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
66,18,192,reshared,0.673,128,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
67,293,159,tagged,0.803,130,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
68,228,14,duet,0.857,15,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
69,125,219,inspired_by,0.35,164,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
72,367,53,mentioned,0.35,104,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
73,24,335,reshared,0.75,177,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
75,376,154,duet,0.819,27,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
76,182,291,inspired_by,0.878,153,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
77,407,69,follows,0.749,77,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
78,325,14,collaborates,0.502,17,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
82,37,148,duet,0.666,4,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
83,373,38,inspired_by,0.96,70,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
85,312,184,collaborates,0.806,82,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
86,67,356,mentioned,0.642,183,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
87,432,147,reshared,0.704,61,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
88,472,306,tagged,0.278,153,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
89,401,168,duet,0.465,89,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
91,107,333,follows,0.76,91,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
92,411,167,collaborates,0.329,100,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
93,281,178,mentioned,0.271,126,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
94,314,376,reshared,0.603,176,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
95,394,105,tagged,0.614,8,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
96,454,406,duet,0.805,115,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
97,206,178,inspired_by,0.812,138,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
98,148,333,follows,0.783,170,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
99,25,254,collaborates,0.878,194,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
100,32,421,mentioned,0.474,90,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
101,324,424,reshared,0.94,120,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
102,190,372,tagged,0.685,123,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
104,157,280,inspired_by,0.244,127,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
105,19,258,follows,0.232,28,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
106,9,7,collaborates,0.417,124,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
107,432,27,mentioned,0.641,140,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
108,306,479,reshared,0.401,92,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
110,287,213,duet,0.273,194,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
111,166,133,inspired_by,0.556,124,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
112,121,451,follows,0.538,18,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
113,21,6,collaborates,0.196,16,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
114,428,377,mentioned,0.167,107,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
115,450,263,reshared,0.371,2,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
116,359,484,tagged,0.172,126,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
117,236,57,duet,0.214,180,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
118,1,173,inspired_by,0.647,75,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
119,390,321,follows,0.782,53,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
120,458,413,collaborates,0.74,183,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
121,33,348,mentioned,0.804,98,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
122,364,201,reshared,0.999,198,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
123,19,460,tagged,0.386,63,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
124,205,134,duet,0.641,163,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
125,190,311,inspired_by,0.571,50,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
126,133,47,follows,0.517,167,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
127,327,425,collaborates,0.408,160,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
129,120,41,reshared,0.55,94,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
130,193,39,tagged,0.658,104,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
131,26,219,duet,0.295,84,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
132,307,103,inspired_by,0.274,36,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
133,141,138,follows,0.559,41,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
134,459,86,collaborates,0.779,146,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
135,282,61,mentioned,0.365,70,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
137,10,402,tagged,0.807,162,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
138,173,109,duet,0.403,87,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
139,38,364,inspired_by,0.7,178,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
140,150,323,follows,0.113,189,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
141,72,419,collaborates,0.103,108,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
142,472,104,mentioned,0.741,163,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
143,102,391,reshared,0.838,117,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
144,263,292,tagged,0.819,15,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
145,129,2,duet,0.306,194,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
146,212,261,inspired_by,0.654,73,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
147,10,88,follows,0.185,48,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
148,409,378,collaborates,0.712,143,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
150,328,337,reshared,0.186,46,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
153,365,441,inspired_by,0.88,147,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
154,93,310,follows,0.381,33,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
155,15,49,collaborates,0.802,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
156,482,193,mentioned,0.58,37,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
157,46,349,reshared,0.766,41,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
158,138,440,tagged,0.369,175,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
160,328,62,inspired_by,0.731,152,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
161,37,473,follows,0.976,4,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
163,195,329,mentioned,0.95,129,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
164,39,309,reshared,0.47,141,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
165,155,67,tagged,0.179,19,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
167,257,357,inspired_by,0.981,170,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
168,371,7,follows,0.934,21,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
169,30,370,collaborates,0.83,76,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
170,189,205,mentioned,0.272,97,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
171,186,337,reshared,0.865,72,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
172,258,349,tagged,0.623,184,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
173,374,466,duet,0.405,139,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
174,458,450,inspired_by,0.2,119,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
175,339,468,follows,0.886,31,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
177,208,372,mentioned,0.126,93,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
179,403,461,tagged,0.506,111,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
180,254,391,duet,0.345,57,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
181,331,157,inspired_by,0.597,137,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
182,457,20,follows,0.73,149,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
183,347,337,collaborates,0.583,78,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
184,112,149,mentioned,0.948,160,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
185,217,432,reshared,0.839,114,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
186,154,380,tagged,0.653,116,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
187,435,388,duet,0.328,90,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
188,350,189,inspired_by,0.891,73,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
189,133,210,follows,0.858,186,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
191,217,278,mentioned,0.867,55,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
192,445,67,reshared,0.542,52,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
193,402,134,tagged,0.213,166,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
194,280,436,duet,0.879,112,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
196,208,285,follows,0.2,195,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
197,55,186,collaborates,0.391,16,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
198,57,72,mentioned,0.934,176,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
199,219,331,reshared,0.858,44,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
200,446,53,tagged,0.859,140,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
201,31,187,duet,0.35,56,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
202,133,366,inspired_by,0.929,76,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
204,192,155,collaborates,0.194,110,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
205,464,87,mentioned,0.414,5,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
206,138,206,reshared,0.228,52,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
207,465,476,tagged,0.144,95,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
208,488,348,duet,0.335,34,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
209,91,203,inspired_by,0.93,138,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
210,159,16,follows,0.419,68,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
211,175,443,collaborates,0.413,101,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
212,227,16,mentioned,0.489,78,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
213,417,94,reshared,0.316,38,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
214,258,484,tagged,0.967,2,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
215,171,161,duet,0.781,53,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
216,222,90,inspired_by,0.593,83,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
218,171,226,collaborates,0.904,60,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
219,38,342,mentioned,0.574,148,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
220,221,283,reshared,0.684,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
221,79,142,tagged,0.697,103,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
222,341,110,duet,0.259,106,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
223,363,334,inspired_by,0.961,155,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
224,106,444,follows,0.781,149,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
226,241,160,mentioned,0.717,185,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
227,436,377,reshared,0.936,194,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
228,275,301,tagged,0.821,101,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
229,302,207,duet,0.803,29,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
231,88,453,follows,0.54,112,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
232,178,320,collaborates,0.138,95,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
233,5,367,mentioned,0.594,188,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
234,442,165,reshared,0.747,10,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
235,28,292,tagged,0.542,51,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
236,411,481,duet,0.135,71,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
237,49,363,inspired_by,0.928,124,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
238,309,346,follows,0.885,115,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
239,116,348,collaborates,0.431,170,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
240,479,358,mentioned,0.46,179,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
241,252,235,reshared,0.923,92,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
242,465,256,tagged,0.599,134,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
243,7,134,duet,0.458,49,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
244,346,484,inspired_by,0.534,56,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
245,324,201,follows,0.263,198,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
246,174,450,collaborates,0.148,49,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
247,223,451,mentioned,0.813,175,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
248,31,59,reshared,0.95,113,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
251,5,157,inspired_by,0.876,66,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
252,339,175,follows,0.87,178,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
253,57,270,collaborates,0.858,66,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
254,316,223,mentioned,0.227,193,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
255,194,347,reshared,0.402,2,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
257,333,55,duet,0.122,40,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
259,357,22,follows,0.389,9,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
260,133,447,collaborates,0.223,114,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
261,229,312,mentioned,0.284,141,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
262,282,42,reshared,0.58,93,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
263,55,24,tagged,0.813,28,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
264,46,129,duet,0.278,137,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
265,211,436,inspired_by,0.579,54,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
266,423,122,follows,0.605,168,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
267,291,81,collaborates,0.436,182,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
268,179,137,mentioned,0.582,172,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
269,168,265,reshared,0.744,43,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
270,287,379,tagged,0.595,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
271,78,402,duet,0.403,134,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
272,378,290,inspired_by,0.42,31,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
273,457,420,follows,0.381,27,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
274,77,343,collaborates,0.47,12,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
275,393,284,mentioned,0.656,187,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
276,179,34,reshared,0.393,91,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
278,16,368,duet,0.529,117,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
279,346,427,inspired_by,0.945,126,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
280,411,451,follows,0.998,104,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
281,9,337,collaborates,0.139,104,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
283,58,164,reshared,0.232,189,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
284,413,431,tagged,0.318,149,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
285,160,336,duet,0.412,160,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
286,166,409,inspired_by,0.768,127,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
287,355,124,follows,0.784,198,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
288,303,201,collaborates,0.621,163,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
289,130,325,mentioned,0.51,68,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
290,8,120,reshared,0.633,141,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
292,307,353,duet,0.4,6,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
293,272,141,inspired_by,0.486,35,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
294,368,364,follows,0.24,148,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
295,461,395,collaborates,0.561,118,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
298,59,410,tagged,0.505,34,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
299,88,477,duet,0.704,192,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
300,271,38,inspired_by,0.698,55,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
301,264,93,follows,0.249,73,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
302,73,361,collaborates,0.601,40,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
303,229,476,mentioned,0.937,74,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
304,363,269,reshared,0.177,167,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
305,48,447,tagged,0.753,148,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
306,272,385,duet,0.277,146,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
307,126,50,inspired_by,0.22,60,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
308,401,403,follows,0.114,95,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
309,488,334,collaborates,0.96,101,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
310,114,252,mentioned,0.623,92,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
311,280,106,reshared,0.302,171,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
312,188,264,tagged,0.104,55,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
313,432,195,duet,0.733,21,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
314,423,424,inspired_by,0.105,158,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
315,143,147,follows,0.697,192,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
316,273,281,collaborates,0.707,92,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
317,318,435,mentioned,0.887,193,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
318,29,328,reshared,0.368,133,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
319,62,467,tagged,0.641,187,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
322,335,11,follows,0.339,57,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
323,481,304,collaborates,0.522,157,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
324,41,126,mentioned,0.926,44,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
325,50,49,reshared,0.844,88,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
327,171,150,duet,0.135,36,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
328,32,5,inspired_by,0.932,157,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
329,67,33,follows,0.677,48,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
330,292,462,collaborates,0.766,125,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
332,454,107,reshared,0.894,45,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
333,25,210,tagged,0.438,105,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
335,70,218,inspired_by,0.871,149,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
336,16,94,follows,0.163,23,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
337,337,54,collaborates,0.12,135,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
339,218,286,reshared,0.625,26,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
340,255,404,tagged,0.305,79,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
341,360,204,duet,0.732,113,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
342,469,31,inspired_by,0.67,56,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
345,223,382,mentioned,0.837,24,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
346,430,355,reshared,0.847,98,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
347,4,472,tagged,0.684,5,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
348,376,180,duet,0.318,174,2026-05-13T10:00:44Z,2026-05-13T10:00:44Z
