forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
35,1,New York Metro,2026-05-18,192,165,265,1.48,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
36,1,New York Metro,2026-05-19,209,171,271,1.48,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
37,1,New York Metro,2026-05-20,250,177,277,1.49,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
38,1,New York Metro,2026-05-21,216,183,283,1.52,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
39,1,New York Metro,2026-05-22,227,189,289,1.49,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
40,1,New York Metro,2026-05-23,228,195,295,1.63,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
41,1,New York Metro,2026-05-24,255,201,301,1.62,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
42,1,New York Metro,2026-05-25,276,207,307,1.6,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
43,1,New York Metro,2026-05-26,276,213,313,1.75,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
44,1,New York Metro,2026-05-27,269,219,319,1.65,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
45,1,New York Metro,2026-05-28,266,225,325,1.7,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
46,1,New York Metro,2026-05-29,257,231,331,1.78,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
47,1,New York Metro,2026-05-30,280,237,337,1.85,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
48,1,New York Metro,2026-05-31,299,243,343,1.94,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
49,1,New York Metro,2026-06-01,277,249,349,1.81,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
50,1,New York Metro,2026-06-02,302,255,355,1.89,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
51,1,New York Metro,2026-06-03,320,261,361,1.99,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
52,1,New York Metro,2026-06-04,318,267,367,2,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
53,1,New York Metro,2026-06-05,307,273,373,2.02,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
54,1,New York Metro,2026-06-06,319,279,379,2.03,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
55,1,New York Metro,2026-06-07,340,285,385,2.14,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
56,1,New York Metro,2026-06-08,319,291,391,2.13,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
57,1,New York Metro,2026-06-09,339,297,397,2.16,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
58,1,New York Metro,2026-06-10,352,303,403,2.14,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
59,1,New York Metro,2026-06-11,361,309,409,2.12,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
60,1,New York Metro,2026-06-12,371,315,415,2.21,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""shipper_forum_signal"",""yard_operator_signal"",""same_day_access_pressure""],""top_influencer"":""@navigation_nora"",""urgency_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-05-13T10:00:45Z
61,1,Los Angeles Basin,2026-05-14,135,110,198,1.21,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
62,1,Los Angeles Basin,2026-05-15,147,115,203,1.3,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
63,1,Los Angeles Basin,2026-05-16,158,120,208,1.45,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
64,1,Los Angeles Basin,2026-05-17,166,125,213,1.25,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
65,1,Los Angeles Basin,2026-05-18,176,130,218,1.42,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
66,1,Los Angeles Basin,2026-05-19,191,135,223,1.53,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
67,1,Los Angeles Basin,2026-05-20,198,140,228,1.5,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
68,1,Los Angeles Basin,2026-05-21,181,145,233,1.54,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
69,1,Los Angeles Basin,2026-05-22,177,150,238,1.42,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
70,1,Los Angeles Basin,2026-05-23,207,155,243,1.49,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
71,1,Los Angeles Basin,2026-05-24,210,160,248,1.56,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
72,1,Los Angeles Basin,2026-05-25,223,165,253,1.62,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
73,1,Los Angeles Basin,2026-05-26,192,170,258,1.6,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
74,1,Los Angeles Basin,2026-05-27,197,175,263,1.72,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
75,1,Los Angeles Basin,2026-05-28,242,180,268,1.59,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
76,1,Los Angeles Basin,2026-05-29,228,185,273,1.58,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
77,1,Los Angeles Basin,2026-05-30,225,190,278,1.75,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
78,1,Los Angeles Basin,2026-05-31,250,195,283,1.62,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
79,1,Los Angeles Basin,2026-06-01,250,200,288,1.87,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
80,1,Los Angeles Basin,2026-06-02,255,205,293,1.84,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
81,1,Los Angeles Basin,2026-06-03,242,210,298,1.71,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
82,1,Los Angeles Basin,2026-06-04,257,215,303,1.83,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
83,1,Los Angeles Basin,2026-06-05,266,220,308,1.83,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
84,1,Los Angeles Basin,2026-06-06,268,225,313,1.87,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
85,1,Los Angeles Basin,2026-06-07,288,230,318,1.83,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
